"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.090735364E2,1.271785259E0,1.074377418E0,5.930611134E0
2.091235364E2,-3.050848842E-2,-2.650948286E0,6.656234264E0
2.091735364E2,3.595215976E-1,-3.064906597E0,7.920242786E0
2.092235364E2,2.593221426E0,-4.839184761E0,7.190133095E0
2.092735364E2,1.166501045E0,-6.866802692E0,8.918647766E0
2.093235364E2,8.599206209E-1,-1.115952682E1,6.354439735E0
2.093735364E2,7.115656137E-1,-9.383154869E0,9.134002686E0
2.094235364E2,3.694518089E0,-9.850054741E0,7.874779224E0
2.094735364E2,-1.905285001E0,-1.065194893E1,7.877171993E0
2.095235364E2,1.034895778E0,-8.861220360E0,5.918646812E0
2.095735364E2,1.377069473E0,-8.291429520E0,7.163811684E0
2.096235364E2,1.458425403E0,-1.018505001E1,5.487938881E0
2.096735364E2,2.059622049E0,-8.312965393E0,6.842874527E0
2.097235364E2,3.462414265E0,-6.950551510E0,7.541877747E0
2.097735364E2,3.119941711E0,-7.549056530E0,8.425427437E0
2.098235364E2,1.245464206E0,-8.956933022E0,7.637590885E0
2.098735364E2,3.122334480E0,-6.045765400E0,1.006301594E1
2.099235364E2,8.407780528E-1,-6.261119366E0,8.061419487E0
2.099735364E2,-1.718345761E0,-2.411366940E0,7.115656376E0
2.100235364E2,-1.799701691E0,-5.368895531E-1,4.058526516E0
2.100735364E2,1.638186216E0,1.517348647E0,4.163810730E0
2.101235364E2,3.643072546E-1,-1.278963685E0,6.598806858E0
2.101735364E2,2.619841576E0,-2.188834429E0,1.005583763E1
2.102235364E2,8.072785139E-1,-4.585246563E0,8.363214493E0
2.102735364E2,-3.586242795E-1,-6.356832504E0,7.422236919E0
2.103235364E2,1.152144074E0,-8.202895164E0,6.948158741E0
2.103735364E2,1.595115423E0,-7.951349735E0,6.641877651E0
2.104235364E2,1.544866085E0,-7.814958572E0,5.983253002E0
2.104735364E2,8.886345029E-1,-9.727721214E0,9.189037323E0
2.105235364E2,3.388236761E0,-1.319701481E1,9.672686577E0
2.105735364E2,3.957130313E-1,-1.005823040E1,6.502794743E0
2.106235364E2,-1.038485050E0,-9.107681274E0,4.872385025E0
2.106735364E2,5.536393523E-1,-6.024230003E0,4.889134884E0
2.107235364E2,1.266999602E0,-6.481558323E0,6.625127792E0
2.107735364E2,4.927719116E0,-7.999206066E0,8.616853714E0
2.108235364E2,5.483152866E0,-8.667102814E0,8.478069305E0
2.108735364E2,2.478366137E0,-8.186145782E0,9.177073479E0
2.109235364E2,8.216354847E-1,-1.024487019E1,7.513164043E0
2.109735364E2,9.631111026E-1,-2.914158821E0,5.492724419E0
2.110235364E2,9.966106415E-1,-1.362712502E0,5.782256126E0
2.110735364E2,-5.572285652E-1,-3.452843189E0,7.120441914E0
