"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.349214821E2,-2.449440575E1,2.843997192E1,-1.693984985E1
4.349713451E2,-2.458493423E1,2.847288513E1,-1.701834106E1
4.350212081E2,-2.469584846E1,2.849560547E1,-1.689349365E1
4.350710711E2,-2.442560196E1,2.841144562E1,-1.699111938E1
4.351209341E2,-2.454137230E1,2.846892548E1,-1.686041260E1
4.351707971E2,-2.444895363E1,2.824265671E1,-1.681747437E1
4.352206601E2,-2.435724068E1,2.802973557E1,-1.684220886E1
4.352705231E2,-2.447257042E1,2.826237869E1,-1.710679626E1
4.353203861E2,-2.465866089E1,2.811886597E1,-1.715890503E1
4.353702481E2,-2.426952744E1,2.831277084E1,-1.683221436E1
4.354201111E2,-2.447977829E1,2.862452698E1,-1.673632812E1
4.354699741E2,-2.446105576E1,2.852295303E1,-1.633238220E1
4.355198371E2,-2.476193237E1,2.858329773E1,-1.613296509E1
4.355697001E2,-2.460900879E1,2.861637878E1,-1.577075195E1
4.356195631E2,-2.465500641E1,2.843978882E1,-1.567774963E1
4.356694261E2,-2.468046188E1,2.863676834E1,-1.611120605E1
4.357192891E2,-2.480918884E1,2.884310913E1,-1.607511902E1
4.357691521E2,-2.422901154E1,2.841539001E1,-1.574890137E1
4.358190151E2,-2.465730095E1,2.882159805E1,-1.635649109E1
4.358688778E2,-2.431373024E1,2.846625137E1,-1.651152039E1
4.359187408E2,-2.431513023E1,2.841999817E1,-1.677679443E1
4.359686038E2,-2.428111649E1,2.856647491E1,-1.727494812E1
4.360184658E2,-2.405271912E1,2.855978394E1,-1.734477234E1
4.360683288E2,-2.459025383E1,2.840996933E1,-1.744865417E1
4.361181918E2,-2.457414818E1,2.845571899E1,-1.746427917E1
4.361680548E2,-2.454089355E1,2.832484818E1,-1.726091003E1
4.362179178E2,-2.479677200E1,2.854124832E1,-1.761614990E1
4.362677808E2,-2.458000755E1,2.854738617E1,-1.804554749E1
4.363176438E2,-2.470906639E1,2.834632492E1,-1.782427979E1
4.363675068E2,-2.459999847E1,2.847145081E1,-1.826281738E1
4.364173698E2,-2.451752090E1,2.865913391E1,-1.844236755E1
4.364672328E2,-2.479032707E1,2.842356491E1,-1.824656677E1
4.365170958E2,-2.482200813E1,2.826683044E1,-1.858763123E1
4.365669588E2,-2.495613480E1,2.849061203E1,-1.869113159E1
4.366168208E2,-2.488629723E1,2.834591293E1,-1.868701172E1
4.366666838E2,-2.487236786E1,2.818618393E1,-1.850167847E1
4.367165468E2,-2.483796883E1,2.808947754E1,-1.818475342E1
4.367664098E2,-2.501560402E1,2.792317963E1,-1.808374023E1
4.368162728E2,-2.483329582E1,2.798672867E1,-1.786410522E1
4.368661367E2,-2.508116531E1,2.817671967E1,-1.844628906E1
4.369159997E2,-2.489770889E1,2.809052277E1,-1.798027039E1
4.369658627E2,-2.489845848E1,2.828458405E1,-1.845495605E1
4.370157257E2,-2.502443314E1,2.845507812E1,-1.819554138E1
4.370655887E2,-2.465826988E1,2.811800766E1,-1.757794189E1
4.371154517E2,-2.481178093E1,2.812143326E1,-1.767454529E1
4.371653147E2,-2.539553833E1,2.841350937E1,-1.721922302E1
4.372151777E2,-2.503639030E1,2.820929718E1,-1.737010193E1
4.372650407E2,-2.517503357E1,2.858976746E1,-1.721600342E1
4.373149027E2,-2.485238647E1,2.871256256E1,-1.690029907E1
4.373647657E2,-2.488655663E1,2.888453293E1,-1.707640076E1
4.374146287E2,-2.504596519E1,2.924308777E1,-1.681536865E1
4.374644917E2,-2.494975853E1,2.921339417E1,-1.683204651E1
4.375143547E2,-2.488227654E1,2.899292755E1,-1.631678772E1
4.375642177E2,-2.527611351E1,2.941695786E1,-1.696385193E1
4.376140807E2,-2.509809685E1,2.919408798E1,-1.705249023E1
4.376639437E2,-2.513113022E1,2.926583862E1,-1.695391846E1
4.377138067E2,-2.492501640E1,2.959978867E1,-1.698124695E1
4.377636697E2,-2.454144287E1,2.955109024E1,-1.677603149E1
4.378135327E2,-2.462842178E1,2.983410263E1,-1.693467712E1
4.378633950E2,-2.450203896E1,3.017570114E1,-1.653479004E1
4.379132580E2,-2.435797119E1,3.016872025E1,-1.617073059E1
4.379631210E2,-2.458859634E1,3.060274887E1,-1.648861694E1
4.380129840E2,-2.442890358E1,3.040111160E1,-1.665631104E1
4.380628470E2,-2.420184708E1,3.053102875E1,-1.630918884E1
4.381127100E2,-2.422709084E1,3.074377823E1,-1.613897705E1
4.381625720E2,-2.420320320E1,3.119321823E1,-1.607749939E1
4.382124350E2,-2.374914169E1,3.102294540E1,-1.589369202E1
4.382622980E2,-2.389338684E1,3.137846375E1,-1.539031982E1
4.383121610E2,-2.339558411E1,3.148158646E1,-1.541200256E1
4.383620240E2,-2.343059540E1,3.175200272E1,-1.583996582E1
4.384118870E2,-2.316722488E1,3.169496155E1,-1.594798279E1
4.384617500E2,-2.343564224E1,3.193074036E1,-1.598841858E1
4.385116130E2,-2.307610321E1,3.170068359E1,-1.580210876E1
4.385614760E2,-2.313573074E1,3.209670639E1,-1.637686157E1
4.386113390E2,-2.314429474E1,3.181203842E1,-1.594668579E1
4.386612020E2,-2.315839195E1,3.191213989E1,-1.616693115E1
4.387110650E2,-2.317961693E1,3.214374924E1,-1.658114624E1
4.387609280E2,-2.287065125E1,3.192948151E1,-1.655546570E1
4.388107910E2,-2.231649399E1,3.151526642E1,-1.611679077E1
4.388606545E2,-2.253571701E1,3.183735657E1,-1.597991943E1
4.389105175E2,-2.230059814E1,3.122845459E1,-1.567028809E1
4.389603805E2,-2.244600296E1,3.158007812E1,-1.570288086E1
4.390102435E2,-2.230962372E1,3.166816711E1,-1.554658508E1
4.390601065E2,-2.208706665E1,3.139413071E1,-1.537522888E1
4.391099695E2,-2.211089325E1,3.167825699E1,-1.531639099E1
4.391598325E2,-2.207786179E1,3.203724289E1,-1.527153015E1
4.392096955E2,-2.168706894E1,3.173714828E1,-1.499336243E1
4.392595585E2,-2.225513840E1,3.223620224E1,-1.483583069E1
4.393094215E2,-2.207765961E1,3.206299591E1,-1.455775452E1
4.393592845E2,-2.221619797E1,3.201186752E1,-1.487493896E1
4.394091475E2,-2.221245956E1,3.214457703E1,-1.400946045E1
4.394590105E2,-2.214879227E1,3.233409882E1,-1.365112305E1
4.395088735E2,-2.224353027E1,3.229898071E1,-1.306950378E1
4.395587365E2,-2.219703293E1,3.237781143E1,-1.280288696E1
4.396085995E2,-2.239033890E1,3.236809540E1,-1.290711975E1
4.396584625E2,-2.306273842E1,3.260272980E1,-1.342491150E1
4.397083255E2,-2.273740768E1,3.266273117E1,-1.318785095E1
4.397581885E2,-2.113095093E1,3.214920807E1,-1.230465698E1
4.398080515E2,-2.106065750E1,3.208694077E1,-1.215081787E1
4.398579145E2,-2.127461243E1,3.204302216E1,-1.220373535E1
4.399077775E2,-2.101167679E1,3.202214813E1,-1.178677368E1
4.399576405E2,-2.067034149E1,3.201942444E1,-1.201087952E1
4.400075035E2,-2.066734695E1,3.215714264E1,-1.194142151E1
4.400573665E2,-2.079915619E1,3.205662155E1,-1.205651855E1
4.401072295E2,-2.047977448E1,3.160962677E1,-1.211605835E1
4.401570925E2,-2.081436920E1,3.231209183E1,-1.221105957E1
4.402069555E2,-2.074482346E1,3.189902878E1,-1.220045471E1
4.402568195E2,-2.086243820E1,3.228512573E1,-1.192768860E1
4.403066825E2,-2.099264526E1,3.235818863E1,-1.207104492E1
4.403565455E2,-2.098043823E1,3.219157410E1,-1.210148621E1
4.404064085E2,-2.142704773E1,3.233361053E1,-1.199388123E1
4.404562715E2,-2.129719162E1,3.245559692E1,-1.220248413E1
4.405061345E2,-2.087479401E1,3.211875916E1,-1.215550232E1
4.405559975E2,-2.089289093E1,3.211157608E1,-1.211674500E1
4.406058605E2,-2.032370377E1,3.181613159E1,-1.188612366E1
4.406557235E2,-2.032918930E1,3.169932556E1,-1.220936584E1
4.407055865E2,-2.015325546E1,3.174641800E1,-1.207344055E1
4.407554495E2,-1.987003326E1,3.167388535E1,-1.197981262E1
4.408053125E2,-1.985768890E1,3.166899109E1,-1.151583862E1
4.408551763E2,-1.996171570E1,3.177836609E1,-1.142453003E1
4.409050393E2,-1.949228668E1,3.173048782E1,-1.147444153E1
4.409549023E2,-1.956787109E1,3.200031662E1,-1.132263184E1
4.410047653E2,-1.974413681E1,3.202479553E1,-1.112344360E1
4.410546283E2,-1.917492676E1,3.192525482E1,-1.070542908E1
4.411044913E2,-1.942164230E1,3.200002289E1,-1.083358765E1
4.411543543E2,-1.926499939E1,3.237023926E1,-1.060868835E1
4.412042173E2,-1.953201675E1,3.245365906E1,-1.022343445E1
4.412540813E2,-1.952859116E1,3.226331329E1,-1.038325500E1
4.413039443E2,-1.956001663E1,3.251422119E1,-9.981002808E0
4.413538073E2,-1.964484024E1,3.273793793E1,-9.730972290E0
4.414036703E2,-1.961100769E1,3.307312012E1,-8.786361694E0
4.414535333E2,-1.885193253E1,3.369067383E1,-7.174057007E0
4.415033963E2,-1.877812195E1,3.417756653E1,-6.947898865E0
4.415532593E2,-1.813186264E1,3.446694183E1,-6.406692505E0
4.416031233E2,-1.735644913E1,3.544868851E1,-5.983543396E0
4.416529863E2,-1.640392303E1,3.559467316E1,-5.929618835E0
4.417028493E2,-1.544578171E1,3.644311905E1,-5.950668335E0
4.417527123E2,-1.481034470E1,3.677222061E1,-5.577392578E0
4.418025753E2,-1.421770096E1,3.715105438E1,-5.354682922E0
4.418524376E2,-1.305778122E1,3.701266861E1,-5.301338196E0
4.419023016E2,-1.253114700E1,3.779735947E1,-4.695411682E0
4.419521646E2,-1.119993973E1,3.743943405E1,-4.862510681E0
4.420020276E2,-1.060336304E1,3.842586517E1,-4.881355286E0
4.420518906E2,-9.202972412E0,3.859338379E1,-4.452888489E0
4.421017536E2,-8.261150360E0,3.876593399E1,-3.438980103E0
4.421516176E2,-7.159961700E0,3.927786636E1,-1.823684692E0
4.422014806E2,-6.118255615E0,3.962981796E1,-8.839263916E-1
4.422513436E2,-4.264881134E0,3.984454346E1,-1.387100220E-1
4.423012066E2,-3.315044403E0,4.051929474E1,7.675781250E-1
4.423510696E2,-2.046165466E0,3.902478027E1,-1.318435669E-1
4.424009336E2,-1.674800873E0,3.677760696E1,-2.174949646E0
4.424507966E2,-5.837593079E-1,3.529787827E1,-2.066215515E0
4.425006596E2,-1.586532593E-1,3.518188095E1,-2.402526855E0
4.425505226E2,6.348266602E-1,3.488436127E1,-2.669960022E0
4.426003856E2,9.427261353E-1,3.525994110E1,-2.739151001E0
4.426502496E2,1.086879730E0,3.477910995E1,-3.122879028E0
4.427001126E2,2.785491943E-2,3.544003296E1,-3.534851074E0
4.427499756E2,-8.357467651E-1,3.483681488E1,-3.704063416E0
4.427998386E2,-1.931476593E0,3.493410110E1,-4.319015503E0
4.428497026E2,-2.283981323E0,3.463795853E1,-4.822341919E0
4.428995658E2,-2.721992493E0,3.488787079E1,-5.140007019E0
4.429494288E2,-3.634273529E0,3.481099701E1,-5.448226929E0
4.429992918E2,-4.643272400E0,3.489753342E1,-5.094673157E0
4.430491558E2,-5.815670013E0,3.496165085E1,-4.016815186E0
4.430990188E2,-7.197772980E0,3.515117264E1,-2.534835815E0
4.431488818E2,-8.304225922E0,3.493946457E1,-1.658859253E0
4.431987448E2,-9.647968292E0,3.492407990E1,-1.622192383E0
4.432486088E2,-1.101835251E1,3.444216537E1,-9.217071533E-1
4.432984718E2,-1.210949326E1,3.412769318E1,-1.135330200E0
4.433483348E2,-1.308839035E1,3.349900055E1,-1.782257080E0
4.433981978E2,-1.363175201E1,3.304747391E1,-2.402130127E0
4.434480618E2,-1.470160294E1,3.256539917E1,-3.344055176E0
4.434979248E2,-1.599839783E1,3.175543594E1,-3.593055725E0
4.435477878E2,-1.735697556E1,3.095595169E1,-3.322998047E0
4.435976508E2,-1.911725616E1,3.080731964E1,-2.621345520E0
4.436475148E2,-1.938666534E1,3.026232147E1,-7.091827393E-1
4.436973778E2,-1.935702133E1,3.041976929E1,8.541107178E-1
4.437472408E2,-1.756356812E1,3.120940018E1,3.456130981E0
4.437971048E2,-1.563830566E1,3.144882584E1,5.022277832E0
4.438469678E2,-1.334807968E1,3.236678314E1,5.748115540E0
4.438968306E2,-1.057694244E1,3.320452499E1,6.813156128E0
4.439466936E2,-7.486091614E0,3.347033310E1,6.838378906E0
4.439965576E2,-5.616069794E0,3.395483780E1,6.964515686E0
4.440464206E2,-3.068210602E0,3.363217163E1,6.699127197E0
4.440962836E2,-1.147560120E0,3.301487732E1,6.813400269E0
4.441461476E2,6.876373291E-2,3.294753647E1,7.421386719E0
4.441960106E2,9.843139648E-1,3.224415970E1,7.513458252E0
4.442458736E2,7.151031494E-1,3.168648529E1,6.921516418E0
4.442957376E2,3.851318359E-1,3.093430710E1,6.015449524E0
4.443456006E2,-3.820915222E-1,2.973076630E1,6.878929138E0
4.443954636E2,-2.404850006E0,2.898853302E1,6.905059814E0
4.444453266E2,-2.509872437E0,2.827053070E1,7.476867676E0
4.444951906E2,-3.329818726E0,2.828415298E1,7.598854065E0
4.445450536E2,-3.558437347E0,2.781959152E1,7.043014526E0
4.445949166E2,-4.262851715E0,2.791070557E1,6.042800903E0
4.446447806E2,-4.697002411E0,2.796739578E1,4.735900879E0
4.446946436E2,-6.050640106E0,2.805484772E1,3.188728333E0
4.447445066E2,-6.792278290E0,2.853595734E1,4.228889465E0
4.447943706E2,-6.379875183E0,2.889981842E1,5.558418274E0
4.448442336E2,-4.705718994E0,2.878038788E1,6.542327881E0
4.448940976E2,-1.316810608E0,2.958522415E1,8.669204712E0
4.449439616E2,2.314929962E0,2.926149750E1,9.197334290E0
4.449938246E2,6.411888123E0,2.849527359E1,9.585510254E0
4.450436876E2,1.086978912E1,2.794000244E1,9.698303223E0
4.450935516E2,1.528138733E1,2.688392258E1,9.485260010E0
4.451434146E2,1.821465302E1,2.558571243E1,9.450599670E0
4.451932776E2,2.043318176E1,2.503044891E1,1.053157043E1
4.452431416E2,1.968458557E1,2.608382034E1,1.070256805E1
4.452930046E2,1.806562805E1,2.887160492E1,1.090461731E1
4.453428676E2,1.731058502E1,3.146688461E1,1.244833374E1
4.453927316E2,1.380625916E1,3.395366287E1,1.414488220E1
4.454425946E2,9.919807434E0,3.669448090E1,1.405840302E1
4.454924576E2,7.778133392E0,3.942647934E1,1.404474640E1
4.455423216E2,4.356624603E0,4.108208847E1,1.244563293E1
4.455921846E2,6.009025574E-1,4.288212585E1,1.133486176E1
4.456420476E2,-1.705478668E0,4.520779037E1,1.216124725E1
4.456919116E2,-2.462821960E0,4.432228470E1,1.239321899E1
4.457417746E2,-3.357925415E-1,4.389945602E1,1.386374664E1
4.457916376E2,6.926433563E0,4.336985779E1,1.611462402E1
4.458415016E2,1.175246429E1,4.003540039E1,1.549835205E1
4.458913647E2,2.064152527E1,3.786087036E1,1.612515259E1
4.459412277E2,2.853956604E1,3.450318909E1,1.663158417E1
4.459910917E2,3.293798065E1,3.099703979E1,1.658827209E1
4.460409547E2,3.826367188E1,3.072347260E1,1.874159241E1
4.460908177E2,4.007199860E1,3.507815933E1,2.196436310E1
4.461406817E2,3.785726929E1,4.049157715E1,2.283219147E1
4.461905447E2,3.741237640E1,4.796551514E1,2.481940460E1
4.462404087E2,3.536033630E1,5.578199768E1,2.630777740E1
4.462902717E2,2.506594086E1,6.290447998E1,2.477276611E1
4.463401347E2,1.741744995E1,7.092387390E1,2.327293396E1
4.463899987E2,6.693820953E0,7.535861206E1,1.952307892E1
4.464398617E2,-3.555812836E0,7.535083008E1,1.935244751E1
4.464897247E2,-7.634571075E0,7.678933716E1,2.374352264E1
4.465395887E2,-5.932659149E0,7.782122040E1,2.747614288E1
4.465894517E2,-5.570297241E-1,7.794763947E1,2.843764496E1
4.466393147E2,8.786430359E0,8.160739136E1,3.108107758E1
4.466891787E2,1.937909698E1,8.088802338E1,3.143610382E1
4.467390417E2,2.681228638E1,7.874003601E1,2.990866852E1
4.467889057E2,2.856438446E1,8.002422333E1,2.671627808E1
4.468387687E2,2.301859283E1,8.034913635E1,2.270987701E1
4.468886315E2,1.627523804E1,8.171755981E1,1.984200287E1
4.469384955E2,9.489875793E0,8.500792694E1,1.865093231E1
4.469883585E2,1.160732269E0,8.760240173E1,1.581454468E1
4.470382215E2,-1.136438751E1,9.040472412E1,1.065310669E1
4.470880855E2,-2.552332306E1,9.135854340E1,6.630363464E0
4.471379485E2,-3.828717422E1,8.639018250E1,-3.842384338E0
4.471878115E2,-4.648894501E1,8.397373199E1,-2.514457703E0
4.472376755E2,-4.939101028E1,8.434867859E1,2.492050171E0
4.472875385E2,-4.609342575E1,8.498368835E1,1.747512817E0
4.473374025E2,-3.788052750E1,9.036361694E1,4.418266296E0
4.473872655E2,-2.785556030E1,9.631837463E1,6.866920471E0
4.474371285E2,-1.631380463E1,9.631939697E1,6.721313477E0
4.474869925E2,-1.115731812E1,9.617155457E1,5.299957275E0
4.475368555E2,-1.331171036E1,9.516562653E1,3.316253662E0
4.475867185E2,-2.111154175E1,8.895394897E1,-8.448410034E-1
4.476365825E2,-2.852131844E1,8.675785065E1,-2.623619080E0
4.476864455E2,-3.431674576E1,8.395072174E1,-3.243118286E0
4.477363095E2,-4.538035583E1,7.566958618E1,-7.210990906E0
4.477861725E2,-5.699080658E1,6.610527039E1,-1.035905457E1
4.478360355E2,-6.197499847E1,5.655319977E1,-1.735400391E1
4.478858988E2,-6.300887299E1,4.877602005E1,-2.001841736E1
4.479357618E2,-6.260694885E1,4.771073532E1,-1.775302124E1
4.479856248E2,-5.902415848E1,4.973317337E1,-1.363519287E1
4.480354888E2,-5.279987335E1,5.327721405E1,-7.819976807E0
4.480853518E2,-4.600899887E1,5.839446259E1,-4.734657288E0
4.481352158E2,-3.580371475E1,6.334270477E1,-3.373519897E0
4.481850788E2,-2.979698181E1,6.563742828E1,-2.183723450E0
4.482349418E2,-2.444057274E1,6.735533905E1,-4.972846985E0
4.482848058E2,-2.108366776E1,6.706420135E1,-5.763374329E0
4.483346688E2,-1.947893143E1,6.703795624E1,-5.425735474E0
4.483845318E2,-1.966078186E1,6.734477234E1,-6.465911865E0
4.484343958E2,-2.081204224E1,6.598902893E1,-6.989944458E0
4.484842588E2,-2.224763489E1,6.457151031E1,-6.467163086E0
4.485341228E2,-2.392071724E1,6.320664215E1,-7.349121094E0
4.485839858E2,-2.645837593E1,6.139561462E1,-7.988693237E0
4.486338488E2,-2.885883331E1,5.949265289E1,-8.792144775E0
4.486837128E2,-3.186683655E1,5.790148163E1,-9.468444824E0
4.487335758E2,-3.507794189E1,5.492652130E1,-1.217202759E1
4.487834398E2,-3.720648956E1,5.208547211E1,-1.564976501E1
4.488333028E2,-4.046256256E1,5.018359756E1,-1.782774353E1
4.488831660E2,-4.198508072E1,4.719562531E1,-1.954374695E1
4.489330300E2,-4.400326920E1,4.504162979E1,-2.046162415E1
4.489828930E2,-4.639724350E1,4.444007874E1,-1.803280640E1
4.490327560E2,-4.648861694E1,4.477262497E1,-1.494017029E1
4.490826200E2,-4.500077820E1,4.733039093E1,-1.221130371E1
4.491324830E2,-4.200813675E1,5.021637726E1,-7.977203369E0
4.491823470E2,-3.732894135E1,5.289543152E1,-5.150909424E0
4.492322100E2,-3.283982086E1,5.702091980E1,-4.423484802E0
4.492820730E2,-2.805306244E1,5.909030914E1,-5.085594177E0
4.493319370E2,-2.138654709E1,6.064736938E1,-5.016601562E0
4.493818000E2,-1.654037857E1,6.227775574E1,-5.683265686E0
4.494316640E2,-1.194416046E1,6.302153778E1,-5.396469116E0
4.494815270E2,-1.014217377E1,6.287545013E1,-5.843360901E0
4.495313900E2,-1.027403259E1,6.287098694E1,-7.450675964E0
4.495812540E2,-1.279060364E1,6.179584503E1,-8.433364868E0
4.496311170E2,-1.605790710E1,6.140513611E1,-8.010406494E0
4.496809800E2,-1.851933289E1,6.027527618E1,-8.765319824E0
4.497308440E2,-2.282775879E1,5.863899994E1,-9.404190063E0
4.497807070E2,-2.606092453E1,5.635890198E1,-1.106825256E1
4.498305710E2,-2.930586624E1,5.555138397E1,-1.275846863E1
4.498804341E2,-3.210726929E1,5.267266083E1,-1.472561646E1
4.499302971E2,-3.527462006E1,4.928664398E1,-1.701904297E1
4.499801611E2,-3.890133286E1,4.557357788E1,-1.896272278E1
4.500300241E2,-4.095747375E1,4.310677338E1,-1.955755615E1
4.500798881E2,-4.232882690E1,4.235428619E1,-1.848556519E1
4.501297511E2,-4.284707642E1,4.370384979E1,-1.531782532E1
4.501796141E2,-4.044747162E1,4.528951645E1,-1.199351501E1
4.502294781E2,-3.689471054E1,4.901873016E1,-8.755981445E0
4.502793411E2,-3.236913300E1,5.196199036E1,-6.006561279E0
4.503292051E2,-2.637078857E1,5.372455597E1,-4.374053955E0
4.503790681E2,-2.075717926E1,5.618704224E1,-4.878028870E0
4.504289311E2,-1.548600006E1,5.699831390E1,-4.465316772E0
4.504787951E2,-1.127273941E1,5.674477386E1,-4.766136169E0
4.505286581E2,-8.926540375E0,5.712337494E1,-5.457031250E0
4.505785221E2,-7.890392303E0,5.660475159E1,-5.014572144E0
4.506283851E2,-8.901527405E0,5.537216949E1,-5.517082214E0
4.506782481E2,-1.171437073E1,5.447480774E1,-4.905578613E0
4.507281121E2,-1.452168274E1,5.318107605E1,-3.856132507E0
4.507779751E2,-1.612891388E1,5.172480392E1,-3.753288269E0
4.508278391E2,-1.886666107E1,5.015298462E1,-3.538505554E0
4.508777019E2,-2.180584717E1,4.814202499E1,-4.944099426E0
4.509275649E2,-2.439827156E1,4.603731537E1,-7.057746887E0
4.509774289E2,-2.832768059E1,4.353063965E1,-7.927932739E0
4.510272919E2,-3.198006248E1,4.078168106E1,-9.315170288E0
4.510771549E2,-3.468715668E1,3.816148758E1,-9.908767700E0
4.511270189E2,-3.693894577E1,3.745121384E1,-7.588806152E0
4.511768819E2,-3.599908447E1,3.780059433E1,-5.601585388E0
4.512267459E2,-3.469540405E1,3.846679306E1,-5.698455811E0
4.512766089E2,-3.291928864E1,4.062191391E1,-5.772880554E0
4.513264719E2,-2.870391464E1,4.194954681E1,-5.889007568E0
4.513763359E2,-2.503015137E1,4.246846771E1,-7.228836060E0
4.514261989E2,-2.020423889E1,4.311983109E1,-8.986816406E0
4.514760629E2,-1.446066666E1,4.398379517E1,-9.812927246E0
4.515259259E2,-1.105480957E1,4.368832397E1,-9.596160889E0
4.515757889E2,-9.614555359E0,4.402862167E1,-9.795898438E0
4.516256529E2,-8.835411072E0,4.432268143E1,-1.002246094E1
4.516755159E2,-9.793628693E0,4.329600525E1,-8.383178711E0
4.517253799E2,-1.086279297E1,4.236211777E1,-7.400596619E0
4.517752429E2,-1.252732086E1,4.213507080E1,-7.165008545E0
4.518251059E2,-1.443996811E1,4.146081924E1,-7.441116333E0
4.518749696E2,-1.713579559E1,4.081750488E1,-7.964477539E0
4.519248326E2,-2.053428268E1,4.001827240E1,-9.748001099E0
4.519746966E2,-2.335273361E1,3.886791229E1,-1.142437744E1
4.520245596E2,-2.526028442E1,3.761083221E1,-1.260992432E1
4.520744226E2,-2.669747162E1,3.694518280E1,-1.253382874E1
4.521242866E2,-2.738967705E1,3.741355133E1,-9.592422485E0
4.521741496E2,-2.643113327E1,3.886813736E1,-6.797004700E0
4.522240136E2,-2.312938690E1,4.067885208E1,-3.547134399E0
4.522738766E2,-1.982698441E1,4.331612015E1,-2.435661316E0
4.523237396E2,-1.597176743E1,4.552701950E1,-2.368988037E0
4.523736036E2,-1.124896240E1,4.662640762E1,-2.703254700E0
4.524234666E2,-5.581626892E0,4.746623611E1,-3.735252380E0
4.524733306E2,-2.782161713E0,4.790304184E1,-4.565147400E0
4.525231936E2,-4.282684326E-1,4.830607986E1,-5.937011719E0
4.525730566E2,-4.191246033E-1,4.803484726E1,-6.763473511E0
4.526229206E2,-2.428833008E0,4.783368301E1,-9.164108276E0
4.526727836E2,-6.359127045E0,4.774914169E1,-9.966140747E0
4.527226466E2,-7.870841980E0,4.723322296E1,-9.996109009E0
4.527725106E2,-9.087673187E0,4.649149704E1,-1.041601562E1
4.528223736E2,-1.217242050E1,4.497458649E1,-1.181527710E1
4.528722381E2,-1.640774918E1,4.352376938E1,-1.302066040E1
4.529221011E2,-1.977228546E1,4.111192322E1,-1.462471008E1
4.529719641E2,-2.309292030E1,3.831943512E1,-1.695661926E1
4.530218281E2,-2.509410667E1,3.716310501E1,-1.735754395E1
4.530716911E2,-2.549085808E1,3.713304138E1,-1.515084839E1
4.531215551E2,-2.492561150E1,3.779994583E1,-1.244705200E1
4.531714181E2,-2.368013763E1,3.876040268E1,-1.074452209E1
4.532212811E2,-1.997247314E1,4.064309692E1,-8.873809814E0
4.532711451E2,-1.564641190E1,4.173051453E1,-8.716888428E0
4.533210081E2,-1.177957535E1,4.313066864E1,-9.556243896E0
4.533708721E2,-7.115531921E0,4.397786331E1,-1.004087830E1
4.534207351E2,-3.626743317E0,4.453126144E1,-1.034289551E1
4.534705981E2,-1.919418335E0,4.469726562E1,-1.098442078E1
4.535204621E2,-1.423919678E0,4.484295654E1,-1.179499817E1
4.535703251E2,-1.220584869E0,4.435659409E1,-1.297785950E1
4.536201891E2,-3.437980652E0,4.326005173E1,-1.350318909E1
4.536700521E2,-6.023345947E0,4.295790482E1,-1.480360413E1
4.537199151E2,-7.476951599E0,4.194271851E1,-1.537884521E1
4.537697791E2,-9.343181610E0,4.022376251E1,-1.610647583E1
4.538196421E2,-1.103405762E1,3.755879211E1,-1.829008484E1
4.538695052E2,-1.287836838E1,3.486791229E1,-2.022412109E1
4.539193692E2,-1.313341141E1,3.086259842E1,-2.196919250E1
4.539692323E2,-1.458412170E1,2.860364532E1,-2.136807251E1
4.540190963E2,-1.645006943E1,2.743196106E1,-1.953697205E1
4.540689592E2,-1.657584000E1,2.728403473E1,-1.648995972E1
4.541188222E2,-1.636025238E1,2.782348251E1,-1.318684387E1
4.541686862E2,-1.571672821E1,2.906497955E1,-1.113038635E1
4.542185492E2,-1.403324127E1,3.081829834E1,-8.355255127E0
4.542684132E2,-1.196906662E1,3.264829254E1,-6.380737305E0
4.543182762E2,-1.038291931E1,3.498707581E1,-4.506973267E0
4.543681393E2,-8.068050385E0,3.707954025E1,-2.124870300E0
4.544180033E2,-5.910877228E0,3.929658508E1,5.488510132E-1
4.544678662E2,-5.328079224E0,4.048421097E1,2.662879944E0
4.545177302E2,-5.674942017E0,4.134591293E1,4.267204285E0
4.545675932E2,-7.380046844E0,4.148751450E1,6.779296875E0
4.546174562E2,-9.651977539E0,4.137176514E1,6.912696838E0
4.546673202E2,-1.300738907E1,4.077935410E1,7.745056152E0
4.547171833E2,-1.531497574E1,4.032424545E1,8.024879456E0
4.547670462E2,-1.837040710E1,3.988561630E1,6.653388977E0
4.548169102E2,-2.157032776E1,3.899450684E1,4.450721741E0
4.548667735E2,-2.461927795E1,3.799688339E1,1.436470032E0
4.549166375E2,-2.631079292E1,3.674363327E1,9.384613037E-1
4.549665005E2,-2.708606720E1,3.658559418E1,1.065841675E0
4.550163635E2,-2.563742256E1,3.819232941E1,2.708999634E0
4.550662275E2,-2.254204178E1,3.983082962E1,5.164314270E0
4.551160905E2,-1.958284378E1,4.146692657E1,5.681381226E0
4.551659535E2,-1.562203598E1,4.341214752E1,6.398872375E0
4.552158175E2,-1.058089828E1,4.544847870E1,6.674385071E0
4.552656805E2,-6.078601837E0,4.575078201E1,5.391670227E0
4.553155445E2,-3.854793549E0,4.721802139E1,3.857925415E0
4.553654075E2,-3.209369659E0,4.731314468E1,3.610015869E0
4.554152705E2,-4.211265564E0,4.622445297E1,2.659515381E0
4.554651345E2,-7.450588226E0,4.519104385E1,1.873161316E0
4.555149975E2,-9.199810028E0,4.442367172E1,1.591796875E0
