"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.965524833E2,4.417491853E-1,-1.657899916E-1,-5.927489996E-1
4.966023463E2,8.744771034E-2,1.583057046E-1,-8.697165251E-1
4.966522093E2,2.680583596E-1,5.741907954E-1,-1.089661717E0
4.967020723E2,2.406079620E-1,8.133714795E-1,-1.675755143E0
4.967519353E2,5.544562936E-1,3.546132147E-1,-1.592117310E0
4.968017993E2,3.973830640E-1,7.623761147E-2,-1.929266453E0
4.968516623E2,7.618224621E-1,7.583527565E-1,-1.674562454E0
4.969015238E2,5.589675307E-1,1.239459589E-1,-1.715436816E0
4.969513868E2,-2.595480382E-1,1.781429797E-1,-1.082406521E0
4.970012498E2,-1.062200308E0,-6.059797406E-1,-4.240183905E-2
4.970511128E2,-1.098084450E0,-6.780138612E-1,3.991946280E-1
4.971009758E2,-8.438840508E-1,-6.569831967E-1,1.321704268E0
4.971508388E2,-2.676192820E-1,-1.097150683E0,1.692899227E0
4.972007018E2,2.737282217E-1,-4.090656340E-1,1.863867164E0
4.972505658E2,5.919648409E-1,-1.486547738E-1,2.113664389E0
4.973004288E2,4.556039274E-1,-6.448676586E-1,2.092588902E0
4.973502918E2,4.901235402E-1,2.682793140E-2,1.496847391E0
4.974001548E2,-6.595449150E-2,2.602215111E-1,1.006849766E0
4.974500178E2,1.773120761E-1,1.015481472E0,1.046897247E-1
4.974998808E2,2.650576532E-1,3.852422237E-1,-8.094467521E-1
4.975497438E2,-1.847777888E-2,1.604340971E-1,-1.025237918E0
4.975996068E2,7.875108160E-3,2.983683050E-1,-1.145970702E0
4.976494698E2,1.068508551E-1,4.986039400E-1,-1.246472478E0
4.976993338E2,2.751278877E-1,9.933371842E-2,-1.480923057E0
4.977491968E2,4.839874506E-1,2.068204805E-2,-1.526689291E0
4.977990598E2,7.825433016E-1,-4.841611534E-2,-1.642279983E0
4.978489228E2,7.031441927E-1,-2.897049487E-1,-1.706729531E0
4.978987858E2,5.298098326E-1,-1.873266399E-1,-1.465049028E0
4.979486487E2,-4.398156703E-1,5.202476867E-3,-7.513304353E-1
4.979985117E2,-1.265553117E0,-9.047368169E-1,1.504369974E-1
4.980483747E2,-9.736581445E-1,-8.153197765E-1,1.041255951E0
4.980982377E2,-6.290268898E-1,-6.545138359E-1,1.548190355E0
4.981481017E2,1.487814728E-2,-7.185017467E-1,1.757684708E0
4.981979647E2,4.725450575E-1,-4.100214541E-1,2.046910763E0
4.982478277E2,4.012443721E-1,-5.185238719E-1,2.095711231E0
4.982976907E2,5.394515395E-1,-4.272102714E-1,1.957371593E0
4.983475537E2,3.247417808E-1,-6.172809005E-2,1.133183360E0
4.983974167E2,1.620450020E-1,9.863956571E-1,2.765093744E-1
4.984472797E2,-1.079641134E-1,8.642260432E-1,-3.156575263E-1
4.984971427E2,-4.682449400E-1,-2.830502987E-1,-7.487899661E-1
4.985470057E2,-9.835903049E-1,4.428324848E-2,-1.133449078E0
4.985968697E2,-4.080258310E-1,1.064699531E0,-1.101663113E0
4.986467327E2,-4.797400162E-2,1.019991159E0,-2.064760923E0
4.986965957E2,5.694917440E-1,2.592866421E-1,-1.367555499E0
4.987464587E2,1.057147622E0,2.423447669E-1,-1.627497792E0
4.987963217E2,1.290770650E0,-1.730139554E-2,-1.243818760E0
4.988461847E2,1.007425904E0,-8.960483223E-2,-1.328187466E0
4.988960477E2,3.879817128E-1,1.345767677E-1,-1.000417113E0
4.989459116E2,-6.021839380E-1,-2.478941679E-1,-1.938724667E-1
4.989957746E2,-7.656006217E-1,-8.876329660E-1,7.404168248E-1
4.990456376E2,-6.306484938E-1,-7.298494577E-1,1.383759499E0
4.990955016E2,-1.754005402E-1,-6.875045300E-1,1.868503809E0
4.991453646E2,7.240804285E-2,-1.212223545E-1,2.112877369E0
4.991952276E2,1.198654696E-1,-2.203196585E-1,2.310572624E0
4.992450906E2,8.981392533E-2,-2.541563213E-1,2.242127419E0
4.992949536E2,1.071791723E-2,-4.611977562E-2,1.258360267E0
4.993448166E2,-1.620662361E-1,6.811936498E-1,5.328193903E-1
4.993946796E2,-7.770992070E-2,1.165823936E0,-7.220952958E-2
4.994445426E2,-2.877609432E-1,2.089678645E-1,-9.091957211E-1
4.994944056E2,-5.552225113E-1,1.443235017E-2,-9.462748766E-1
4.995442686E2,-2.635547817E-1,1.379078478E-1,-8.503456116E-1
4.995941326E2,7.073390763E-3,-3.748202696E-2,-1.369224429E0
4.996439956E2,4.275213182E-1,1.735204160E-1,-1.686150670E0
4.996938586E2,8.145077229E-1,1.446343511E-1,-1.734173775E0
4.997437216E2,1.316081762E0,1.014518961E-1,-1.543604732E0
4.997935846E2,9.162615538E-1,1.029427275E-1,-1.535463452E0
4.998434476E2,5.404037237E-1,5.404704213E-1,-1.319843173E0
4.998933106E2,-3.149528801E-1,-5.821142718E-2,-4.326015413E-1
4.999431738E2,-7.734595537E-1,-8.451876044E-1,5.085502267E-1
4.999930368E2,-7.413244843E-1,-8.173616529E-1,1.178830862E0
5.000428998E2,-3.264957666E-1,-4.433498085E-1,1.843867660E0
5.000927638E2,-3.625609353E-2,-3.418976963E-1,1.973838687E0
5.001426268E2,1.167010888E-1,-2.089119554E-1,2.342806816E0
5.001924898E2,2.170804143E-1,-6.781327724E-1,2.347263813E0
5.002423528E2,4.512381852E-1,1.673231833E-2,1.599379778E0
5.002922158E2,1.356806308E-1,2.452859581E-1,8.086566925E-1
5.003420788E2,-1.045121104E-1,8.861685395E-1,-1.612287387E-2
5.003919418E2,5.375766754E-2,1.413597912E-1,-5.647501945E-1
5.004418048E2,-7.520495355E-2,4.478471726E-2,-9.898764491E-1
5.004916678E2,-2.623222768E-1,-1.245366558E-1,-1.112982392E0
5.005415308E2,9.155458212E-2,3.927110732E-1,-1.140254736E0
5.005913948E2,2.762773037E-1,3.470810354E-1,-1.879598618E0
5.006412578E2,6.587812901E-1,4.530417323E-1,-1.495249271E0
5.006911208E2,9.417086840E-1,1.486017108E-1,-1.579214692E0
5.007409838E2,8.573481441E-1,3.738635182E-1,-1.684597611E0
5.007908468E2,6.631841063E-1,4.494103491E-1,-1.311654329E0
5.008407098E2,-2.786340117E-1,5.421268940E-2,-7.664377093E-1
5.008905728E2,-7.722359300E-1,-5.867547393E-1,7.808703184E-2
5.009404352E2,-7.913756967E-1,-7.530709505E-1,8.225119710E-1
5.009902982E2,-6.649634242E-1,-5.297093391E-1,1.500821233E0
5.010401612E2,-3.522750437E-1,-4.990998209E-1,1.974465847E0
5.010900242E2,-1.601447538E-2,-3.564320505E-1,2.092118025E0
5.011398882E2,6.066322327E-3,-4.620606303E-1,2.518169880E0
5.011897512E2,-2.003775910E-2,-4.089675844E-1,1.914443851E0
5.012396142E2,-4.512206465E-2,2.571462989E-1,1.332210660E0
5.012894772E2,-2.875828743E-1,7.409488559E-1,2.229057997E-1
5.013393402E2,-2.128114551E-2,8.674111962E-1,-3.906803727E-1
5.013892033E2,-3.196306899E-2,-1.115211621E-1,-6.466392875E-1
5.014390662E2,-2.182997912E-1,-2.904711366E-1,-1.094642639E0
5.014889292E2,-1.258351281E-2,3.122857809E-1,-1.256034374E0
5.015387922E2,3.050103784E-1,4.182984531E-1,-1.412305713E0
5.015886553E2,4.545634091E-1,2.032909542E-1,-1.690675974E0
5.016385182E2,9.283473492E-1,-1.269104481E-1,-1.478030205E0
5.016883812E2,1.077268958E0,7.374201715E-2,-1.755807281E0
5.017382452E2,8.253027201E-1,3.917845190E-1,-1.698373795E0
5.017881082E2,2.910706960E-2,3.688680008E-3,-1.193387985E0
5.018379713E2,-8.004246950E-1,-3.521108031E-1,-1.959312111E-1
5.018878342E2,-1.051115870E0,-8.799588084E-1,6.824387908E-1
5.019376976E2,-6.969166994E-1,-8.008681536E-1,1.366664648E0
5.019875606E2,-3.039408028E-1,-7.554142475E-1,1.971791148E0
5.020374236E2,1.386731118E-1,-4.804500937E-1,2.141963959E0
5.020872866E2,4.802408218E-1,-5.068475604E-1,2.320768356E0
5.021371496E2,5.278378129E-1,-4.205371737E-1,2.295347452E0
5.021870126E2,3.524660766E-1,-7.854494452E-2,1.415019870E0
5.022368756E2,1.399871260E-1,3.018825650E-1,7.465559840E-1
5.022867386E2,-7.702150941E-2,7.698888183E-1,-8.819467574E-2
5.023366026E2,2.284631729E-1,5.712342262E-1,-5.966787338E-1
5.023864656E2,-9.902106971E-2,1.957746595E-1,-1.055858970E0
5.024363286E2,-9.636789560E-2,1.361437589E-1,-1.179087758E0
5.024861916E2,2.725824416E-1,3.702222109E-1,-1.097857118E0
5.025360546E2,3.281398714E-1,4.265590906E-1,-2.058775663E0
5.025859176E2,7.081178427E-1,4.065307379E-1,-1.521789193E0
5.026357806E2,8.940662742E-1,-1.333909780E-1,-1.678860307E0
5.026856436E2,6.247974038E-1,1.556084491E-2,-1.699922085E0
5.027355066E2,4.236855507E-1,2.701126337E-1,-1.290449262E0
5.027853696E2,-3.480363488E-1,-1.130049154E-1,-6.487270594E-1
5.028352326E2,-9.424614906E-1,-8.402255774E-1,3.754359484E-1
5.028850956E2,-1.047499061E0,-7.875139713E-1,1.068088174E0
5.029349578E2,-6.862220764E-1,-6.619992256E-1,1.733937740E0
5.029848208E2,-2.110180408E-1,-2.500801086E-1,2.095772743E0
5.030346848E2,4.048861563E-2,-3.113453388E-1,2.388319969E0
5.030845478E2,2.767579071E-2,-5.323347449E-1,2.384140730E0
5.031344108E2,5.451004207E-2,-3.237341940E-1,1.717250824E0
5.031842738E2,-4.651127383E-2,5.038470775E-2,9.955630302E-1
5.032341368E2,-2.242474258E-1,7.361272573E-1,1.388610750E-1
5.032839998E2,-2.562647313E-2,5.163399577E-1,-3.732111156E-1
5.033338628E2,-4.313490540E-2,7.057420909E-3,-8.629212976E-1
5.033837258E2,-1.273429841E-1,-1.835731417E-1,-9.518976212E-1
5.034335888E2,2.665899396E-1,2.243374884E-1,-1.115991235E0
5.034834518E2,4.345829487E-1,2.497724742E-1,-1.853147984E0
5.035333148E2,8.623979092E-1,1.728148609E-1,-1.633574128E0
5.035831778E2,1.108831286E0,2.718479000E-2,-1.585388660E0
5.036330408E2,1.212541223E0,1.598433405E-1,-1.691131234E0
5.036829038E2,7.206425667E-1,3.491671979E-1,-1.530809522E0
5.037327668E2,-2.377890609E-2,1.237061694E-1,-1.003641129E0
5.037826298E2,-7.588092685E-1,-6.829652786E-1,7.370734215E-2
5.038324938E2,-1.199758649E0,-8.373152018E-1,6.381106973E-1
5.038823568E2,-6.817430854E-1,-3.065059483E-1,1.534995794E0
5.039322201E2,-2.520942390E-1,-6.409241557E-1,1.930197954E0
5.039820831E2,1.993443072E-1,-1.420644224E-1,2.191257715E0
5.040319461E2,9.303002059E-2,-3.864341676E-1,2.382403135E0
5.040818091E2,1.772480905E-1,-1.707117260E-1,2.134515047E0
5.041316721E2,-8.021835238E-2,-5.143502355E-2,1.306300879E0
5.041815351E2,-7.073600590E-2,4.355526268E-1,5.589264631E-1
5.042313981E2,-1.808573306E-1,1.067663670E0,-2.644281685E-1
5.042812611E2,-5.562019721E-2,3.802182078E-1,-7.922177911E-1
5.043311241E2,-1.200662851E-1,1.002642661E-1,-8.694716096E-1
5.043809871E2,-1.022074074E-1,-1.498373896E-1,-9.821518064E-1
5.044308501E2,3.059080541E-1,1.524183899E-1,-9.805396795E-1
5.044807131E2,4.112866819E-1,9.943325073E-2,-1.721016169E0
5.045305761E2,8.164649010E-1,9.734863043E-2,-1.737515330E0
5.045804391E2,8.982697725E-1,1.875627339E-1,-1.955634952E0
5.046303021E2,6.903305650E-1,3.372729719E-1,-1.736138940E0
5.046801651E2,3.204452991E-1,4.206843674E-1,-1.198373675E0
5.047300281E2,-5.066093206E-1,-1.678392440E-1,-3.050738573E-1
5.047798921E2,-8.359928131E-1,-5.429643393E-1,3.606013358E-1
5.048297551E2,-6.639085412E-1,-4.985069633E-1,1.178388715E0
5.048796181E2,-4.924278557E-1,-3.836711943E-1,1.675018191E0
5.049294806E2,-2.029209584E-1,-1.208358333E-1,1.761128902E0
5.049793436E2,-4.673361033E-2,-1.020189524E-1,2.279271841E0
5.050292066E2,2.300605178E-2,-4.665768445E-1,2.373992205E0
5.050790696E2,1.655786484E-1,-3.667392954E-2,1.915725350E0
5.051289326E2,-7.775929570E-2,8.632527292E-2,1.252293944E0
5.051787956E2,-1.871367991E-1,6.655800939E-1,1.210485697E-1
5.052286586E2,7.744973153E-2,4.034119248E-1,-5.857900381E-1
5.052785216E2,-1.229327694E-1,-9.329029173E-2,-9.170734882E-1
5.053283846E2,-4.266101122E-1,-2.888996303E-1,-1.008917570E0
5.053782476E2,-1.695651561E-2,2.970537543E-1,-9.680604339E-1
5.054281106E2,1.566548198E-1,5.060060024E-1,-1.930237532E0
5.054779736E2,7.113307714E-1,8.106482029E-1,-1.817770243E0
5.055278366E2,9.589927793E-1,-3.518980369E-2,-1.696294069E0
5.055776996E2,8.450678587E-1,3.119552433E-1,-1.498617530E0
5.056275626E2,3.521226943E-1,1.904817373E-1,-1.658436537E0
5.056774256E2,-1.171711460E-1,1.317740977E-1,-1.094851613E0
5.057272886E2,-6.539420485E-1,-2.024855018E-1,-1.026173122E-2
5.057771516E2,-9.454969168E-1,-6.457211375E-1,6.816838384E-1
5.058270146E2,-6.482371688E-1,-5.621373057E-1,1.389335513E0
5.058768776E2,-1.693531275E-1,-3.931756914E-1,1.893581867E0
5.059267408E2,-6.637452543E-2,-3.575306237E-1,2.094458103E0
5.059766038E2,4.091288522E-2,-4.044355452E-1,2.459813595E0
5.060264678E2,-1.663256586E-1,-2.833784223E-1,2.070415974E0
5.060763308E2,-2.595729232E-1,4.563990831E-1,1.478505254E0
5.061261938E2,-6.982987374E-2,2.831183374E-1,6.407454014E-1
5.061760568E2,-1.251920760E-1,6.172453165E-1,-1.521973759E-1
5.062259198E2,1.415731385E-2,-2.243443429E-1,-8.187108040E-1
5.062757828E2,-7.168103755E-2,-4.793742299E-1,-9.727589488E-1
5.063256458E2,-1.451730877E-1,-2.204185277E-1,-1.223129630E0
5.063755088E2,9.988446534E-2,4.484424591E-1,-1.366283774E0
5.064253718E2,3.947203755E-1,1.319250911E-1,-1.746720910E0
5.064752348E2,7.820857763E-1,2.930404842E-1,-1.796804547E0
5.065250978E2,1.004943728E0,3.389999866E-1,-1.600806355E0
5.065749608E2,7.238026261E-1,5.244264603E-1,-1.535472274E0
5.066248238E2,4.874621332E-1,5.184289217E-1,-1.129001379E0
5.066746868E2,-4.511114657E-1,-1.986731738E-1,-4.371963441E-1
5.067245498E2,-8.852904439E-1,-8.544802666E-1,2.252380699E-1
5.067744128E2,-7.986498475E-1,-7.458515763E-1,1.021636605E0
5.068242758E2,-3.828017414E-1,-7.639850974E-1,1.749458075E0
5.068741388E2,-1.277392730E-4,-1.496554613E-1,2.089432478E0
5.069240020E2,3.387551010E-2,-5.322187543E-1,2.055173635E0
5.069738650E2,1.807026267E-1,-5.527508259E-1,2.387857914E0
5.070237280E2,1.052599177E-1,-3.359387815E-1,1.635720253E0
5.070735910E2,2.212306112E-1,2.624850273E-1,1.049111128E0
5.071234540E2,9.391382337E-2,6.231676340E-1,2.012707293E-1
5.071733170E2,-2.106676847E-1,4.226873219E-1,-3.691107631E-1
5.072231800E2,-2.009271532E-1,-4.137673415E-3,-7.054550648E-1
5.072730430E2,-1.830293834E-1,3.602481782E-1,-1.040725589E0
5.073229060E2,1.188088730E-1,1.445989758E-1,-1.058864474E0
5.073727690E2,3.018632531E-1,4.682639241E-1,-1.678035378E0
5.074226320E2,6.763900518E-1,1.591633111E-1,-1.545934081E0
5.074724950E2,8.436185122E-1,2.490864992E-1,-1.770398974E0
5.075223580E2,1.031532764E0,3.332377970E-1,-1.650627494E0
5.075722210E2,3.667899370E-1,-1.248739883E-1,-2.024593115E0
5.076220840E2,4.339926839E-1,6.982837915E-1,-1.003821850E0
5.076719470E2,-7.458964586E-1,-9.514482617E-1,5.628170967E-1
5.077218100E2,-8.707770705E-1,-3.813169897E-2,9.323601127E-1
5.077716730E2,-8.209306598E-1,-3.752945364E-1,1.544083357E0
5.078215360E2,-4.560115337E-1,-5.402477384E-1,2.040220022E0
5.078713990E2,2.672058344E-1,5.770768970E-2,2.072243452E0
5.079212620E2,3.460502028E-1,-3.125877380E-1,2.273243427E0
5.079711250E2,4.620108604E-1,-3.359220922E-1,2.251047373E0
5.080209880E2,2.227634043E-1,-1.927498728E-1,1.288934112E0
5.080708510E2,-1.818699837E-1,2.818498909E-1,4.787394702E-1
5.081207140E2,-5.508365482E-2,7.818060517E-1,-1.165388301E-1
5.081705770E2,2.391315848E-1,3.668906093E-1,-5.232055187E-1
5.082204400E2,-1.878817677E-1,9.447070211E-2,-9.651954770E-1
5.082703030E2,-3.766103089E-1,3.400269449E-1,-1.045421720E0
5.083201660E2,-1.338855326E-1,4.378053844E-1,-1.118172288E0
5.083700290E2,1.545514464E-1,4.462263286E-1,-1.922108531E0
5.084198920E2,6.394542456E-1,4.837745130E-1,-1.601692080E0
5.084697550E2,1.023365378E0,8.642674983E-2,-1.636866450E0
5.085196180E2,1.019122958E0,4.482091218E-2,-1.479242921E0
5.085694810E2,2.176589221E-1,1.190705448E-1,-1.412301183E0
5.086193440E2,-1.020986319E0,-2.525607944E-1,-6.856001019E-1
5.086692080E2,-1.404762387E0,-6.958714724E-1,2.975301445E-1
5.087190710E2,-1.184185863E0,-8.658518791E-1,9.245553017E-1
5.087689340E2,-3.460614681E-1,-7.194314599E-1,1.623040318E0
5.088187970E2,3.757730424E-1,-6.946860552E-1,2.042395353E0
5.088686600E2,4.817873538E-1,-7.781279683E-1,2.161021471E0
5.089185228E2,3.141888082E-1,-7.556823492E-1,2.459711313E0
5.089683858E2,1.682507545E-1,-2.928519547E-1,1.840674520E0
5.090182488E2,3.620273899E-3,2.864868343E-1,1.233616948E0
5.090681118E2,-2.847093344E-2,7.391414642E-1,4.626953006E-1
5.091179748E2,3.744894266E-1,4.099633098E-1,-1.880047321E-1
5.091678378E2,3.508669138E-1,-1.133747324E-1,-7.859662175E-1
5.092177008E2,8.189760894E-2,-1.550605595E-1,-1.070801139E0
5.092675638E2,7.278417051E-2,2.525596917E-1,-1.111201406E0
5.093174268E2,2.481001914E-1,5.147885680E-1,-1.539646268E0
5.093672898E2,3.373673260E-1,4.078460038E-1,-1.759442210E0
5.094171528E2,7.048025131E-1,1.700662971E-1,-1.662454605E0
5.094670158E2,7.880939245E-1,4.782696664E-1,-1.609932065E0
5.095168788E2,4.647234380E-1,3.326502144E-1,-1.486348152E0
5.095667418E2,1.465725154E-1,2.108570784E-1,-1.044039249E0
5.096166048E2,-8.534238338E-1,-5.984094739E-1,-2.321262807E-1
5.096664678E2,-1.180892587E0,-1.105685830E0,4.658124745E-1
5.097163308E2,-7.711098790E-1,-7.541506290E-1,1.275843024E0
5.097661938E2,-2.526742220E-1,-6.257417202E-1,1.756199479E0
5.098160568E2,5.694220588E-2,-6.913022995E-1,2.198587656E0
5.098659198E2,2.253048867E-1,-5.391682982E-1,2.405017138E0
5.099157836E2,1.914810985E-1,-6.746126413E-1,2.188092947E0
5.099656466E2,1.728549898E-1,-5.509971380E-1,1.562584519E0
5.100155096E2,8.038161695E-2,2.568039596E-1,9.436739683E-1
5.100653726E2,2.133096941E-2,7.791415453E-1,1.409715116E-1
5.101152356E2,1.071903110E-1,5.901794434E-1,-3.348613977E-1
5.101650986E2,-1.081981510E-1,-1.575425118E-1,-9.250245690E-1
5.102149616E2,-1.726702154E-1,-1.058660671E-1,-1.152410030E0
5.102648246E2,2.168879658E-1,9.864604473E-2,-1.122802019E0
5.103146876E2,5.430720448E-1,4.778008759E-1,-1.829535723E0
5.103645506E2,9.656643271E-1,7.436794043E-2,-1.579750896E0
5.104144136E2,1.075327516E0,-1.736700386E-1,-1.596138477E0
5.104642766E2,9.936880469E-1,-1.012288556E-1,-1.883420110E0
5.105141396E2,5.769239664E-1,-9.925204515E-2,-1.571198225E0
5.105640026E2,1.523921490E-1,3.830487728E-1,-7.725421786E-1
5.106138656E2,-9.428809285E-1,-2.447437346E-1,4.108220339E-2
5.106637286E2,-1.227227330E0,-6.393312812E-1,6.699398756E-1
5.107135916E2,-8.617860675E-1,-5.905150175E-1,1.380385637E0
5.107634546E2,-3.593344986E-1,-5.740218759E-1,1.967361927E0
5.108133176E2,1.949180514E-1,-1.967723668E-1,2.095295906E0
5.108631806E2,3.838506937E-1,-3.742049038E-1,2.367941856E0
5.109130436E2,3.600182235E-1,-5.011209249E-1,2.013953209E0
5.109629067E2,2.070823312E-1,1.701814868E-2,1.401160479E0
5.110127697E2,8.654735051E-3,5.326170921E-1,5.536873341E-1
5.110626327E2,-1.328919455E-2,9.743499756E-1,-2.045885026E-1
5.111124957E2,2.470808625E-1,5.770851374E-1,-7.198039889E-1
5.111623587E2,-1.498980373E-1,5.073610693E-2,-7.997515202E-1
5.112122217E2,-2.096368968E-1,1.109154150E-1,-1.060038686E0
5.112620847E2,1.343569905E-1,3.996997476E-1,-1.219220638E0
5.113119477E2,1.779115051E-1,1.954161227E-1,-1.943091869E0
5.113618107E2,5.775084496E-1,6.643345356E-1,-1.888843536E0
5.114116737E2,9.471598864E-1,2.054283172E-1,-1.676057577E0
5.114615367E2,4.806433320E-1,1.320075691E-1,-1.654629111E0
5.115113997E2,2.682151496E-1,5.774890780E-1,-1.166696548E0
5.115612627E2,-6.951897144E-1,-1.764706224E-1,-4.258388579E-1
5.116111257E2,-1.029813647E0,-8.707054257E-1,3.541623056E-1
5.116609887E2,-7.359657884E-1,-8.197717071E-1,9.928673506E-1
5.117108517E2,-3.765331805E-1,-5.532000661E-1,1.709246635E0
5.117607147E2,-7.285705209E-2,-4.962662458E-1,1.832815409E0
5.118105777E2,2.481863648E-1,-4.084428549E-1,2.190951586E0
5.118604407E2,1.948833019E-1,-4.846165180E-1,2.412917137E0
5.119103037E2,2.548542321E-1,-3.073242903E-1,1.843127131E0
5.119601667E2,3.826946765E-2,3.665976226E-1,1.251290202E0
5.120100297E2,-1.785127819E-1,7.652433515E-1,2.786164284E-1
5.120598927E2,1.057047024E-2,6.424344778E-1,-3.062012792E-1
5.121097557E2,-7.952151448E-2,1.895647943E-1,-1.012576580E0
5.121596187E2,-3.950529397E-1,3.203550354E-2,-1.108214140E0
5.122094817E2,-1.793465950E-2,3.384006321E-1,-1.066946387E0
5.122593447E2,-3.930509090E-2,5.293788910E-1,-1.884935141E0
5.123092077E2,4.698312581E-1,4.042174518E-1,-1.717646480E0
5.123590707E2,6.500414610E-1,-8.467817307E-2,-1.784075260E0
5.124089337E2,1.042307019E0,2.963660061E-1,-1.497743011E0
5.124587967E2,6.775345206E-1,2.072219104E-1,-1.410475373E0
5.125086597E2,5.665419996E-2,2.779486477E-1,-1.010159731E0
5.125585227E2,-8.468258381E-1,-5.408180952E-1,-9.050710499E-2
5.126083857E2,-1.044440031E0,-1.055255294E0,6.756055951E-1
5.126582487E2,-5.831974149E-1,-6.355535984E-1,1.319664717E0
5.127081117E2,-2.216843367E-1,-7.842690945E-1,1.765790462E0
5.127579747E2,1.926207095E-1,-2.357697934E-1,1.984305263E0
5.128078377E2,2.033459246E-1,-5.548049212E-1,2.381054401E0
5.128577007E2,9.300819784E-2,-5.905359387E-1,2.153016329E0
5.129075637E2,-8.620708436E-2,-2.997409403E-1,1.459396005E0
5.129574263E2,-7.415786386E-2,3.264964223E-1,9.459946752E-1
5.130072893E2,-1.803512722E-1,9.070639014E-1,1.254629344E-1
5.130571523E2,9.644024819E-2,5.175235868E-1,-4.605296552E-1
5.131070153E2,-1.660111099E-1,-3.671091981E-3,-9.536517859E-1
5.131568783E2,9.733799100E-2,-2.115127146E-1,-8.903287053E-1
5.132067413E2,-9.932088107E-2,4.370065928E-1,-1.545134306E0
5.132566043E2,2.761511803E-1,1.617138088E-1,-1.823415995E0
5.133064673E2,5.404427648E-1,7.593243122E-1,-1.845066190E0
5.133563303E2,9.898352623E-1,1.147497296E-1,-1.600300789E0
5.134061933E2,9.239556193E-1,3.923113048E-1,-1.575499177E0
5.134560553E2,7.766067982E-1,2.813595831E-1,-1.128964424E0
5.135059193E2,-2.141268104E-1,-1.236300543E-1,-5.966731310E-1
5.135557813E2,-7.730870247E-1,-3.905076385E-1,-7.331684232E-2
5.136056443E2,-5.034207702E-1,-6.318893433E-1,9.071843028E-1
5.136555073E2,-4.187088609E-1,-6.099354625E-1,1.631351709E0
5.137053703E2,5.400408804E-2,-3.828572333E-1,2.006200314E0
5.137552333E2,3.157666028E-1,-2.964311540E-1,1.950751901E0
5.138050963E2,3.824122250E-1,-4.125401080E-1,2.467762470E0
5.138549593E2,1.295111030E-1,-3.552641869E-1,1.954964757E0
5.139048223E2,1.643822491E-1,4.899243638E-2,1.353175759E0
5.139546846E2,-3.799387068E-2,7.182314992E-1,6.739711165E-1
5.140045476E2,-1.214225814E-1,1.062391996E0,-1.314433813E-1
5.140544106E2,1.187277064E-1,1.981544197E-1,-5.192571282E-1
5.141042736E2,-1.523049921E-1,-1.062657610E-1,-1.224252224E0
5.141541366E2,-3.483280912E-2,7.614536881E-1,-1.118959665E0
5.142039996E2,2.180043608E-1,9.603163004E-1,-1.493723273E0
5.142538626E2,2.491392195E-1,4.350886941E-1,-1.796183228E0
5.143037256E2,6.185901165E-1,3.782999218E-1,-1.475377440E0
5.143535886E2,6.520107985E-1,-2.115864307E-3,-1.829137802E0
5.144034516E2,7.436234951E-1,6.171679497E-1,-1.544540286E0
5.144533146E2,4.303070307E-1,1.801761612E-2,-1.173248649E0
5.145031776E2,-8.395417333E-1,-8.359107375E-2,-4.851312637E-1
5.145530406E2,-1.006576300E0,-7.362354398E-1,3.579874337E-1
5.146029036E2,-7.635272145E-1,-8.687667251E-1,8.720173836E-1
5.146527666E2,-4.562025666E-1,-7.805995345E-1,1.690354586E0
5.147026296E2,-7.551077008E-2,-5.705505013E-1,2.023229122E0
5.147524926E2,1.735773683E-1,-5.295767784E-1,2.064003468E0
5.148023556E2,2.536989748E-1,-5.482523441E-1,2.463481665E0
5.148522186E2,-1.244231593E-2,-4.828292727E-1,1.878944278E0
5.149020816E2,3.698182106E-2,1.162094474E-1,1.181559801E0
5.149519450E2,-1.745396107E-1,7.030409575E-1,3.439155519E-1
5.150018080E2,1.028251722E-1,5.772293210E-1,-4.342868626E-1
5.150516710E2,1.861407012E-1,-8.265811950E-2,-9.025369287E-1
5.151015340E2,-1.477166414E-1,-3.813019693E-1,-1.106948614E0
5.151513970E2,-6.043831259E-2,3.730753362E-1,-1.044315934E0
5.152012600E2,2.563278973E-1,7.296419740E-1,-1.589404702E0
5.152511230E2,4.882073402E-1,1.511160731E-1,-1.531071067E0
5.153009860E2,7.780078650E-1,-1.613036543E-1,-1.560199380E0
5.153508490E2,1.049674392E0,-2.806911245E-2,-1.640590191E0
5.154007120E2,7.065502405E-1,1.246058494E-1,-1.785996675E0
5.154505750E2,1.176443174E-1,1.932909191E-1,-1.259079218E0
5.155004380E2,-7.457957864E-1,-5.138741732E-1,-1.959653944E-1
5.155503010E2,-1.176079869E0,-1.150713563E0,5.525323153E-1
5.156001640E2,-7.980077863E-1,-5.939245224E-1,1.342385769E0
5.156500270E2,-3.109769225E-1,-4.623411596E-1,1.805066228E0
5.156998900E2,5.299890041E-2,-4.116170704E-1,1.961991429E0
5.157497520E2,3.171612918E-1,-4.749879241E-1,2.353299856E0
5.157996150E2,4.469485879E-1,-4.941755831E-1,2.108774424E0
5.158494780E2,5.380369425E-1,-3.276592493E-2,1.536788106E0
5.158993410E2,3.033398688E-1,7.845508307E-2,9.219171405E-1
5.159492040E2,2.358760536E-1,6.451194882E-1,-2.317984775E-2
5.159990670E2,4.972817898E-1,5.002114177E-1,-5.867806077E-1
