"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.396247742E2,1.621436477E0,5.184947491E0,1.195902824E1
1.396747742E2,6.356832504E0,-3.909274042E-1,-1.695913076E-1
1.397247742E2,2.746661186E0,3.544966698E0,5.483152866E0
1.397747742E2,5.035396099E0,-3.390629768E0,2.638685226E0
1.398247742E2,2.291935349E1,-3.207189941E1,1.035733318E1
1.398747742E2,9.359226227E0,-5.406642532E1,-4.588835716E0
1.399247742E2,3.861417472E-1,-1.158574772E1,-3.734298944E0
1.399747742E2,2.588435888E0,3.631108284E0,2.279163599E-1
1.400247742E2,-5.462814331E0,8.518448472E-1,-5.742774487E0
1.400747742E2,-3.621836185E0,3.894618034E0,-6.792625189E-1
1.401247742E2,5.779862881E0,9.714859724E-1,1.997677803E1
1.401747742E2,-1.238285750E-1,-2.382653236E0,-8.611170769E0
1.402247742E2,-2.137388945E0,-1.023290634E1,-5.247459888E0
1.402747742E2,5.245964527E0,-3.427688599E1,-5.493920803E0
1.403247742E2,2.097996902E1,-2.968266487E1,-1.149362469E1
1.403747742E2,2.941676331E1,-7.776673794E0,1.994327927E1
1.404247742E2,1.446461320E0,-4.302893162E0,8.356036186E0
1.404747742E2,5.084748194E-2,7.708477974E0,1.425494194E1
1.405247742E2,6.471687794E0,-1.987837434E0,-1.815554202E-1
1.405747742E2,3.263810158E0,3.296113253E0,5.198108196E0
1.406247742E2,4.575675011E0,-8.745766878E-1,2.851945400E0
1.406747742E2,2.064018822E1,-2.970420074E1,1.193749332E1
1.407247742E2,1.288804150E1,-6.125835419E1,-5.730810165E0
1.407747742E2,1.140179992E0,-1.296221924E1,-3.274577856E0
1.408247742E2,1.820040703E0,3.293720484E0,-1.167697430E0
1.408747742E2,-4.787738800E0,-4.196412563E-1,-8.943773270E0
1.409247742E2,-3.990330935E0,4.188935280E0,-9.308080077E-1
1.409747742E2,1.035494041E1,1.926521301E0,4.137310028E1
1.410247742E2,1.369890928E0,-1.899003863E0,-6.403791428E0
1.410747742E2,-2.762214661E0,-1.117149067E1,-5.319244862E0
1.411247742E2,7.544270515E0,-3.183740234E1,-3.107080221E0
1.411747742E2,2.001775551E1,-2.994109154E1,-5.012664318E0
1.412247742E2,2.273719978E1,-7.527521133E0,1.353201008E1
1.412747742E2,-6.290132403E-1,-1.671685696E0,9.101698995E-1
1.413247742E2,9.880862236E0,1.170090318E0,3.812065601E0
1.413747742E2,6.929016113E0,1.904985905E0,3.092723191E-1
1.414247742E2,2.997010350E-1,2.321636200E0,4.269094467E0
1.414747742E2,4.774279594E0,-1.968694806E0,9.053842425E-1
1.415247742E2,2.681456947E1,-3.115993500E1,5.571687698E0
1.415747742E2,8.190631866E0,-5.036293411E1,2.617149830E0
1.416247742E2,1.274178028E0,-9.694221497E0,-3.889832258E0
1.416747742E2,-1.477568001E-1,2.790928602E0,-1.457528114E0
1.417247742E2,-6.250351906E0,-7.956135273E-2,-5.199304581E0
1.417747742E2,-4.636692047E0,3.312862873E0,2.255235314E-1
1.418247742E2,9.588937759E0,-2.928216755E-1,1.551655769E1
1.418747742E2,-4.725824669E-2,-1.032503009E0,-4.806881428E0
1.419247742E2,-2.017747641E0,-1.698664856E1,-5.359922886E0
1.419747742E2,7.855636597E0,-3.010410118E1,-2.126621157E-1
1.420247742E2,1.883719635E1,-2.573959351E1,-5.079663277E0
1.420747742E2,2.629263496E1,-8.521140099E0,4.733601570E0
1.421247742E2,-1.453639716E-1,-3.845565081E0,8.504390717E0
