Time window,Time (s)_acc,Time (s)_gyro,Time (s)_mag,Time (s)_lin_acc,Time (s)_prox,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Distance (cm)
1.47,1.474774169,1.472610208,1.496073125,,,8.533104897000001,-3.1872396469999997,-0.26291137929999997,0.09926267712999999,0.7944068313,-0.5022691488000001,-40.24779892,18.78800011,-14.59119987,,,,
1.5,1.524774169,1.5234094269999998,,1.508557346,,8.494819641,-2.0715861319999997,-0.05443671346,-0.2658712566,0.5309789777,0.11346487699999999,,,,0.920750618,1.6356990340000002,-1.448365211,
1.53,,,1.546073125,1.558557346,,,,,,,,-41.00419998,18.16580009,-13.43219948,-2.33249855,2.488668442,0.7920058966,
1.56,1.5747741690000001,1.574209375,,,,5.250750065,-2.91655159,-0.123828575,-0.4314108789,0.7463026643,0.7073611020999999,,,,,,,
1.5899999999999999,,,1.596073125,1.608557346,,,,,,,,-41.35799789,17.81200027,-12.87099934,-3.5672903060000003,0.31252098079999996,-2.046510458,
1.6199999999999999,1.6247741690000002,1.625008489,1.646073125,,,7.553842068,-4.0154557230000005,0.0077766734180000005,-0.3184041381,0.7304205894,2.366880417,-41.29700089,18.06819916,-12.90759945,,,,
1.65,1.674774169,1.675806875,,1.658557346,,12.82582855,-8.930612564,1.733899117,0.04107947648,0.0387887992,0.7233958840000001,,,,4.190707207,-2.9699344639999996,-0.1946309209,
1.68,,,1.696073125,1.7085573459999999,,,,,,,,-40.85779953,18.83679962,-13.45660019,1.207263947,-1.4397835730000001,0.3749640584,
1.71,1.724774169,1.726606093,,,,8.921041489,-7.472486019,2.0832512380000003,0.2182251811,-0.5399889946,-0.36498123409999994,,,,,,,
1.74,,,1.746073125,1.758557346,,,,,,,,-40.43079758,19.58099937,-13.99339962,0.09433746338,-1.218074322,0.1700775623,
1.77,1.774774169,1.7774060409999999,1.796073125,,,9.16750145,-6.706483841,0.1776670814,0.04046862945,-1.1378557679999999,0.5720584393,-40.10139847,20.38619995,-14.51799965,,,,
1.7999999999999998,1.8247741690000001,1.8282051559999999,,1.808557346,,6.75912571,-3.9412779810000003,0.5153541564999999,-0.2409792393,-1.604237556,2.454842329,,,,-0.19326591489999997,1.419118881,0.1144961864,
1.8299999999999998,,,1.846073125,1.858557346,,,,,,,,-39.61339951,21.9843998,-14.82299995,-0.17257356640000002,2.131654739,1.257034421,
1.8599999999999999,1.8747741690000002,1.8790035409999999,,,,6.902695179,-4.5158543589999995,1.300499082,-0.1404948682,-0.2727433145,2.68971324,,,,,,,
1.89,,,1.896073125,1.908557346,,,,,,,,-38.99119949,24.48539925,-14.65219975,1.7783360480000001,0.3320527077,1.386919856,
1.92,1.924774169,1.929802812,1.946073125,,,8.114061356,-7.1159553529999995,-0.32273194190000004,-0.5445703268,0.04672981426,0.7798992395000001,-38.08839798,27.37679863,-14.32279968,,,,
1.95,1.974774169,,,1.9585573459999999,,5.9784674639999995,-6.93619442,0.7067800164,,,,,,,1.240612984,1.498821735,0.7740681767,
1.98,,1.98060276,1.996073125,2.008557346,,,,,-0.06749862432,-1.283237338,0.5630484819,-37.30759811,30.29259872,-13.46879959,-0.2808327675,-1.384476662,0.7863135337999999,
2.01,2.024774169,2.0314019269999997,,,,6.091228962000001,-8.657531738,0.7187440990999999,-0.2776300907,-1.838192105,0.6265766025,,,,,,,
2.04,,,2.046073125,2.0585573459999997,,,,,,,,-36.80739975,32.72039795,-11.96819973,3.631450653,2.307675362,6.276313305,
2.07,2.074774169,2.082200312,2.096073125,,,7.0989065170000005,-5.945266724,2.468794823,0.6369609833,-0.1676775664,0.4115583301,-36.40480042,34.81879807,-10.17479992,,,,
2.1,2.124774169,,,2.108557346,,11.01326561,-7.025028229,1.3770694730000002,,,,,,,0.6482853889,3.039525032,0.6121960878,
2.13,,2.132999583,2.146073125,2.158557346,,,,,1.555369854,-1.186112642,1.260635972,-35.7826004,37.19779968,-8.491199493,9.598152161,-3.58827877,7.30461216,
2.16,2.174774169,2.183799531,,,,10.65912724,-13.82184124,1.690828323,2.013963461,1.94631207,-1.494590521,,,,,,,
2.19,,,2.196073125,2.208557346,,,,,,,,-35.01399994,39.36940002,-7.490799904,-10.22877407,-9.493679047,-4.267232418,
