"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.630609989E1,-3.579564989E-1,-2.577011824E0,3.133493662E0
1.635690000E1,-6.836755276E0,3.862234592E0,3.921486616E0
1.640770088E1,-7.032684326E0,-5.058731556E0,-6.843016148E-1
1.645850093E1,-2.210350752E0,-6.311579347E-1,-5.022691488E-1
1.650930015E1,-1.659977436E0,1.810398579E0,8.153283596E-1
1.656010026E1,2.888544083E0,3.588727489E-2,-8.994725943E-1
1.661090109E1,3.170144558E0,8.054021001E-1,-8.730534315E-1
1.666170109E1,3.866357803E0,2.247154236E0,8.223531246E-1
1.671250041E1,2.618244171E0,5.591084957E0,-9.938485026E-1
1.676330052E1,5.785639763E0,-2.816005945E0,-1.685633063E0
1.681410135E1,1.768250108E0,-1.240936160E0,-8.695410490E-1
1.686490146E1,-1.226581335E0,2.931303263E0,-1.000720501E0
1.691570067E1,-2.263647318E0,9.297095537E-1,6.076403260E-1
1.696650078E1,-2.465226889E0,-1.302479029E0,1.343253136E0
1.701730166E1,4.559974670E-1,-1.442057610E0,2.750339806E-1
1.706810166E1,3.664930820E0,-2.006785870E0,-1.739540339E0
1.711890099E1,1.827960461E-1,-7.603521347E-1,-1.340198874E0
1.716970109E1,-3.121582270E0,-3.199923277E0,5.037199020E0
1.722050198E1,-7.561067581E0,1.710372329E0,3.965467691E0
1.727130198E1,-3.819780588E0,-3.880254507E0,-7.514948249E-1
1.732210130E1,-2.389176369E0,6.598677635E-1,2.032594234E-1
1.737290140E1,-2.290677279E-1,1.509556293E0,3.333698809E-1
1.742370229E1,2.717812061E0,1.171146870E0,-8.422056437E-1
1.747450239E1,3.505652428E0,4.437805414E-1,-1.933331639E-1
1.752530161E1,3.992344856E0,2.842272282E0,3.906368315E-1
1.757610177E1,3.891555071E0,4.339917183E0,-1.612942219E0
1.762690260E1,5.450284481E0,-3.206795454E0,-1.401589036E0
1.767770270E1,4.874561131E-1,1.940509081E0,-1.158929944E0
1.772850198E1,-1.379751205E0,1.814063668E0,2.486148328E-1
1.777930208E1,-2.462019920E0,-2.343515396E0,6.085565686E-1
1.783010297E1,-2.761182308E0,-3.120666027E0,6.989619732E-1
1.788090307E1,1.476570487E0,2.516996145E0,-4.036173224E-1
1.793170229E1,1.992583752E0,-4.822028160E0,-9.561286569E-1
1.798250244E1,8.574768305E-1,-1.764737725E0,-3.483356535E-1
1.803330333E1,-3.556200027E0,6.319214702E-1,4.641828537E0
1.808410343E1,-8.554152489E0,2.017323017E0,2.535168886E0
1.813490265E1,-3.041408539E0,-4.702760220E0,-1.454885483E0
1.818570281E1,-2.190498352E0,6.328377724E-1,5.859552622E-1
1.823650369E1,1.158777237E0,1.449082375E0,-6.352811307E-2
1.828730380E1,3.594836235E0,5.969504714E-1,-1.267049909E0
1.833810307E1,3.537874699E0,7.189671993E-1,-1.374406274E-3
1.838890323E1,3.414483547E0,3.490992069E0,1.218182087E0
1.843970411E1,4.027010441E0,2.038855553E0,-1.901262045E0
1.849050422E1,4.399322033E0,-2.593352079E0,-1.883700252E0
1.854130349E1,5.509842038E-1,9.709417224E-1,-1.027750492E0
1.859210364E1,-1.355470061E0,1.772526026E0,-7.085828483E-2
1.864290453E1,-2.361840963E0,-1.514748454E0,1.090056896E0
1.869370458E1,-2.319386959E0,-9.462023973E-1,1.664253354E0
1.874450390E1,1.397465825E0,6.913263798E-1,-9.822424054E-1
1.879530411E1,1.832083583E0,-2.418802500E0,-1.726407051E0
1.884610500E1,9.347490072E-1,-3.693182468E0,1.911951900E-1
1.889690515E1,-3.105242014E0,-3.226800561E-1,5.072781086E0
1.894770442E1,-9.187295914E0,2.032441616E0,1.902331114E0
1.899850458E1,-1.485580564E0,-4.077558041E0,-4.475983381E-1
1.904930552E1,-2.379097462E0,1.211768270E0,1.195886254E0
1.910010557E1,1.575375080E0,1.330730796E0,1.064401343E-1
1.915090494E1,2.557617426E0,-5.071559548E-1,-1.015075445E0
1.920170510E1,4.193008423E0,6.394043565E-1,-9.703308940E-1
1.925250604E1,3.062024593E0,5.974544525E0,-1.207492352E0
1.930330619E1,4.741396427E0,1.169619799E0,-2.498517990E0
1.935410546E1,4.063050747E0,-2.461714506E0,-1.020573020E0
1.940490567E1,-6.062658876E-2,1.785506487E0,-7.220214605E-1
1.945570661E1,-1.960361600E0,8.237275481E-1,1.229330078E-1
1.950650677E1,-2.491340637E0,-2.125595808E0,1.895917177E0
1.955730604E1,-7.301151752E-1,-1.025459886E0,1.301868200E0
1.960810625E1,3.179001808E0,1.399603724E0,-2.032441616E0
1.965890718E1,-4.098785222E-1,-2.065579891E0,-9.594883323E-1
1.970970729E1,-1.993499994E0,-2.094595194E0,3.173198700E0
1.976050666E1,-7.133779526E0,3.059428453E0,4.021665573E0
1.981130687E1,-4.549895763E0,-1.881714940E0,-7.742488980E-1
1.986210786E1,-1.935927629E0,-2.807454109E0,-3.944546282E-1
1.991290802E1,-9.326110482E-1,1.654021621E0,1.071120620E0
1.996370734E1,3.408222198E0,-1.612025857E0,-9.964445829E-1
2.001450755E1,3.155789614E0,-1.281252056E-1,-1.058903694E0
2.006530849E1,4.315024853E0,3.411123753E0,3.665083647E-2
