"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.403637421E2,-6.774061680E0,1.128159904E1,-6.060613632E0
1.404137421E2,-1.015517998E1,1.104796219E1,-1.081424618E1
1.404637421E2,-1.097424793E1,1.012894630E1,-7.748184681E0
1.405137421E2,3.986129761E0,2.726259232E-1,3.881050110E1
1.405637421E2,-6.181769371E0,7.912589550E0,-1.255706215E1
1.406137421E2,-1.668445396E1,-1.984089279E1,-1.515825844E1
1.406637421E2,7.130873680E0,-2.576592636E1,-2.131134033E0
1.407137421E2,3.168011284E1,-3.121859550E1,-1.094946003E1
1.407637421E2,1.454826355E1,6.033626556E0,3.831144810E0
1.408137421E2,-3.141879082E0,1.691031075E1,1.436567688E1
1.408637421E2,5.400516510E0,8.489647865E0,3.062415123E0
1.409137421E2,1.308740497E0,1.212709808E1,5.766308784E0
1.409637421E2,2.245599985E0,3.413709641E0,7.608402252E0
1.410137421E2,1.940881348E1,-2.644283295E1,1.267935658E1
1.410637421E2,5.987009525E0,-4.357089233E1,-4.706398964E0
1.411137421E2,-9.491182327E0,9.908666611E-1,-5.411256313E0
1.411637421E2,-8.124622345E0,1.020021439E1,-9.259149551E0
1.412137421E2,-1.049125767E1,1.313726425E1,-2.031524277E1
1.412637421E2,-8.496634483E0,1.138339806E1,-6.950705528E0
1.413137421E2,2.179275513E0,-1.117040062E1,2.503355789E1
1.413637421E2,-1.064070892E1,9.865447998E0,-7.764204025E0
1.414137421E2,-9.489605904E0,-2.867887497E1,-1.966846657E1
1.414637421E2,1.536366272E1,-2.833549500E1,-2.388169289E0
1.415137421E2,3.092165375E1,-2.593737411E1,-8.855861664E0
1.415637421E2,7.843019009E0,2.837377548E0,6.736876488E0
1.416137421E2,4.508625865E-1,2.081245232E1,2.481632233E1
1.416637421E2,4.038463116E0,8.047365189E0,4.184172630E0
1.417137421E2,9.071053267E-1,1.275899696E1,8.665510178E0
1.417637421E2,3.847018242E0,8.339456558E0,4.257379055E0
1.418137421E2,2.111351204E1,-2.930541420E1,2.171171188E1
1.418637421E2,6.051481247E0,-5.857078934E1,-8.154293060E0
1.419137421E2,-1.007907486E1,-2.677597523E0,-6.345219612E0
1.419637421E2,-5.167226791E0,1.316502571E1,-4.203640938E0
1.420137421E2,-8.880818367E0,1.187357140E1,-1.467146301E1
1.420637421E2,-7.858595371E0,1.113080788E1,-1.208157158E1
1.421137421E2,1.192492485E0,-2.890722275E0,3.971238708E1
1.421637421E2,-5.592670918E0,7.736083984E0,-1.262255955E1
1.422137421E2,-1.204494476E1,-1.843998718E1,-1.365509319E1
1.422637421E2,1.017628765E1,-2.204346085E1,-4.836161613E0
1.423137421E2,3.081890106E1,-2.399493217E1,-1.693098831E1
1.423637421E2,1.322871876E1,2.370460510E0,9.028929710E0
1.424137421E2,-1.043648124E0,1.548568535E1,1.104061890E1
1.424637421E2,5.481134415E0,7.207077026E0,4.538227558E0
1.425137421E2,1.597766638E0,1.211473656E1,5.467106819E0
1.425637421E2,7.146817446E-1,9.856431007E0,3.755208969E0
1.426137421E2,1.524602604E1,-1.019845772E1,2.871032715E0
1.426637421E2,1.647298050E1,-5.609556580E1,-4.718912125E0
1.427137421E2,-7.442258358E0,-9.122352600E0,-3.290208340E0
1.427637421E2,-8.153092384E0,8.035246849E0,-6.937681198E0
1.428137421E2,-1.135021782E1,9.696086884E0,-1.273669815E1
1.428637421E2,-9.743268967E0,1.286042404E1,-8.562652588E0
