"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.174874018E0,-7.079764009E-1,-6.873981476E0,1.142572761E0
3.224874018E0,-2.572284266E-2,-7.379166126E0,7.618148923E-1
3.274874018E0,-2.509472668E-1,-8.777471542E0,-1.766202211E0
3.324874018E0,-6.218347549E-1,-9.507581711E0,2.733799815E-1
3.374874018E0,2.349153519E0,-1.024008465E1,3.072085142E0
3.424874018E0,6.364010811E0,-1.381944847E1,3.778566122E0
3.474874018E0,3.225524902E0,-1.461416435E1,6.431009769E0
3.524874018E0,-9.092726111E-1,-1.814776421E1,-7.296613693E0
3.574874018E0,-4.088735580E-1,-1.486062527E1,1.698006749E0
3.624874018E0,2.253440619E0,-1.200209904E1,-6.580262445E-3
3.674874018E0,-1.917249203E0,-5.413761139E0,-2.616252422E0
3.724874018E0,2.133799553E0,-3.404986620E0,-2.805285454E0
3.774874018E0,-6.601199508E-1,-3.141776085E0,-5.117649436E-1
3.824874018E0,-9.786644578E-1,-3.534198999E0,-2.365903407E-1
3.874874018E0,1.343569875E0,-9.114859581E0,1.053709316E1
3.924874018E0,4.649852753E0,-2.008236313E1,9.969695091E0
3.974874018E0,-1.979462504E0,-9.421440125E0,4.494318962E0
4.024874018E0,4.623531342E0,-1.397737408E1,2.638685226E0
4.074874018E0,-3.052045345E0,-8.540283203E0,-8.350951076E-1
4.124874018E0,1.738684773E0,-8.837292671E0,-6.968796730E0
4.174874018E0,1.326820135E0,-9.658329964E0,2.169692039E0
4.224874018E0,1.101894855E0,-7.376772881E0,1.384247899E0
4.274874018E0,2.717947483E0,-8.607281685E0,1.197607756E0
4.324874018E0,9.269196987E-1,-1.005105114E1,2.621935368E0
4.374874018E0,2.516651154E0,-8.619246483E0,-5.285146832E-1
4.424874018E0,2.887837887E0,-6.594020844E0,-3.856332779E0
4.474874018E0,3.290131092E0,-1.278754330E1,5.576473236E0
4.524874018E0,5.566901684E0,-1.311536026E1,3.598805189E0
4.574874018E0,1.645364642E0,-1.493031597E1,6.337689877E0
4.624874018E0,2.248655081E0,-1.471466255E1,-9.475577474E-1
4.674874018E0,-1.359422326E0,-1.783909035E1,-3.281756163E0
4.724874018E0,-8.255237937E-1,-1.282104301E1,-9.403793216E-1
4.774874018E0,-1.902892232E0,-6.366403580E0,-1.385743380E0
4.824874018E0,4.551746845E0,-2.713161707E0,-2.204387903E0
4.874874018E0,2.023430586E0,-1.444367528E0,-5.500500798E-1
4.924874018E0,1.393819153E-1,-2.145763636E0,-1.074377418E0
4.974874018E0,-3.229114056E0,-9.181859016E0,1.486062527E1
5.024874018E0,6.972087026E-1,-1.903849411E1,1.135573769E1
5.074874018E0,-4.948058128E0,-2.828017235E0,7.012764931E0
5.124874018E0,-3.918546200E0,-1.566760445E1,-7.102795124E0
5.174874018E0,-2.005783558E0,-6.840481758E0,-3.569194078E0
5.224874018E0,6.160621166E0,-9.897911072E0,-6.379863262E0
5.274874018E0,5.626722336E0,-1.292632675E1,1.583151340E0
5.324874018E0,8.742775917E-1,-6.409474373E0,1.578365684E0
5.374874018E0,-2.056032896E0,-8.205287933E0,2.133799553E0
5.424874018E0,-1.510170221E0,-8.341678619E0,-7.633104324E-1
5.474874018E0,1.317248821E0,-7.783852100E0,-2.321636200E0
5.524874018E0,5.143073082E0,-1.297896957E1,5.779862881E0
5.574874018E0,3.663411379E0,-1.348176098E1,5.563312769E-2
5.624874018E0,2.694019079E0,-1.286411381E1,3.946063757E0
5.674874018E0,-1.692921966E-1,-1.552164268E1,3.632304668E0
5.724874018E0,-1.818844318E0,-1.667797470E1,-6.712465763E0
5.774874018E0,-2.015354872E0,-1.581117344E1,8.455637097E-1
5.824874018E0,9.966106415E-1,-7.867600918E0,-2.228316069E0
5.874874018E0,1.089930773E0,-4.432105541E0,-1.569990754E0
5.924874018E0,3.369094372E0,-3.129812002E0,-1.749452472E0
5.974874018E0,-3.442673683E-1,-9.655039310E-1,-1.821237087E0
6.024874018E0,-1.656132340E0,-3.462414265E0,3.761517286E0
6.074874018E0,-8.405088425E0,-2.702992249E1,1.500688648E1
6.124874018E0,-1.512562990E0,-7.585247993E0,3.831208229E0
6.174874018E0,-5.422136307E0,-1.895713806E1,3.340380430E0
6.224874018E0,-2.458326101E0,-1.966302037E0,-8.941379547E0
6.274874018E0,7.604091167E0,-1.395823193E1,-7.229614735E0
6.324874018E0,1.908575177E0,-1.052034378E1,4.326522350E0
6.374874018E0,-3.050848842E-2,-8.011170387E0,1.202393413E0
