Time window,Time (s)_acc,Time (s)_gyro,Time (s)_mag,Time (s)_lin_acc,Time (s)_prox,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Distance (cm)
151.41,151.42353640000002,,151.4307504,151.41791990000002,,1.798505306,-1.5161522630000002,5.066503048,,,,-14.05439949,-2.122799873,-46.9333992,-1.12991488,1.88014102,-3.495207787,
151.44,,151.4578382,,151.4679199,,,,,-2.688338757,-0.3326063454,0.5902311802,,,,-0.8321756123999999,0.9848332405,-1.185811043,
151.47,151.4735364,,151.4807504,,,1.5400804280000002,-4.772185802,7.750352382999999,,,,-14.05439949,-2.842599869,-47.09199905,,,,
151.5,151.5235364,151.5086453,,151.5179199,,1.602293849,-10.82901764,7.106084824,-2.607248783,0.23456534739999998,0.7704311012999999,,,,-0.09118032455,-4.105584145,-0.1412820816,
151.53,,151.5594516,151.5307504,,,,,,-2.517912388,0.35917818549999997,0.8867974877,-14.10319996,-1.79339993,-46.81139755,,,,
151.56,151.5735364,,151.5807504,151.5679199,,1.7889339919999998,-9.407083511,7.810173035,,,,-14.23740005,1.134599924,-46.14039993,-0.494692564,-4.1170454030000005,1.0917987820000001,
151.59,,151.61025700000002,,151.6179199,,,,,-2.4151372909999997,0.1458397806,0.5564818382,,,,1.6058151719999998,1.693324566,2.245723248,
151.62,151.6235364,,151.63075039999998,,,2.906980515,-6.8500528339999995,7.776673794,,,,-14.43260002,5.392399788,-45.10339737,,,,
151.65,151.67353640000002,151.66106340000002,,151.66791990000002,,3.215953588,-9.720542907999999,7.254739285,-1.6908252240000001,0.19058434670000002,-0.01756185852,,,,1.7839559319999998,-2.075144768,2.140172482,
151.68,,,151.6807504,,,,,,,,,-14.50579929,10.57740021,-43.83459854,,,,
151.71,151.7235364,151.7118705,151.7307504,151.7179199,,-0.5620142221,-10.34536839,9.399904251,-0.5867187977,-0.3074088693,-0.2305948436,-14.27400017,15.68919945,-42.00460052,-2.447191715,-1.9897079469999999,3.234802723,
151.73999999999998,,151.7626768,,151.7679199,,,,,0.3310792148,-0.1238492802,0.024128466839999998,,,,4.411007881000001,-2.021349907,4.7202811239999996,
151.76999999999998,151.7735364,,151.7807504,,,4.57806778,-11.45862961,7.649554729,,,,-14.23740005,20.33740044,-40.58939743,,,,
151.79999999999998,151.8235364,151.81348219999998,,151.8179199,,-0.9116654395999999,-8.81097126,4.520640373,0.9817842841,-0.2545706034,-0.26785650850000003,,,,-2.4092502590000002,-1.108213425,-0.06871891022000001,
151.82999999999998,,,151.8307504,,,,,,,,,-14.0909996,23.94859886,-39.35720062,,,,
