"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.681791990E1,-1.588193178E-1,8.851003647E-2,-1.113778591E0
1.686791990E1,1.789163828E0,-2.510493279E0,3.290117264E0
1.691791990E1,9.743212461E-1,-1.422974586E0,-3.573150635E-1
1.696791990E1,2.070518732E-1,-1.337468624E0,-9.171495438E-1
1.701791990E1,-8.268725872E-1,-2.098758698E0,-1.812071800E0
1.706791990E1,-1.105952263E0,8.550024033E-1,-2.540104866E0
1.711791990E1,-8.324309587E-1,1.242923260E0,-2.551811218E0
1.716791990E1,-1.753967762E0,-1.336845160E-1,-2.963800430E0
1.721791990E1,-5.722210407E-1,1.356856346E0,-4.382650852E0
1.726791990E1,-7.844536304E-1,1.073291302E0,-2.007507324E0
1.731791990E1,-1.058971882E-1,1.694189548E0,-2.727174759E-1
1.736791990E1,-9.790191650E-1,-1.282480717E0,-2.082650185E0
1.741791990E1,-2.038353205E0,-1.716849804E0,-1.631862640E0
1.746791990E1,-5.025875568E-2,-1.111411572E0,1.294159889E-1
1.751791990E1,1.581886411E0,-3.840983868E0,2.176722050E0
1.756791990E1,1.422296643E0,-2.001374245E0,2.225270748E0
1.761791990E1,-2.932139635E-1,1.779079437E-1,3.099209785E0
1.766791990E1,-1.217147112E-1,-9.643325806E-1,1.552453518E0
1.771791990E1,4.400217533E-2,1.320905685E-1,1.428221703E0
1.776791990E1,2.618293762E-1,-1.368329525E0,6.099610329E-1
1.781791990E1,-4.086531401E-1,-2.032455921E0,2.545603752E0
1.786791990E1,2.855113268E0,-1.197352886E0,1.600607872E0
1.791791990E1,-7.229138613E-1,-7.760491371E-1,-1.860211372E0
1.796791990E1,-1.252286553E0,4.492921829E-1,-7.370047569E-1
1.801791990E1,-8.132531643E-1,6.192166805E-1,1.295463562E0
1.806791990E1,2.326791286E-1,-2.584900141E0,-9.349536896E-1
1.811791990E1,1.470133543E0,-2.755458832E0,-2.821464539E-1
1.816791990E1,-8.663320541E-2,-1.529940128E0,-2.758885860E0
1.821791990E1,-1.510221481E0,1.873736620E0,-3.652560711E0
1.826791990E1,-1.653541088E0,4.202123880E-1,-3.189924717E0
1.831791990E1,-5.663381815E-1,7.939144969E-1,-1.230230331E0
1.836791990E1,-6.201694012E-1,1.069976687E0,-5.656166077E-1
1.841791990E1,1.380398273E0,-5.088026524E-1,-1.684690475E0
1.846791990E1,2.426934242E-1,-2.626533508E-1,-1.396407127E0
1.851791990E1,-7.590110302E-1,1.446988106E0,-1.874519348E0
1.856791990E1,7.394051552E-2,9.820232391E-1,-9.398174286E-2
1.861791990E1,3.376288414E0,-2.752464771E0,3.050829411E0
1.866791990E1,1.281116962E0,-4.849474907E0,2.825483322E0
1.871791990E1,4.392170906E-2,-2.905457020E0,2.531126499E0
1.876791990E1,3.331792355E-1,4.361686707E-1,1.357483387E0
1.881791990E1,-1.222724915E-1,-1.170582771E-1,4.176616669E-3
1.886791990E1,2.346525192E-1,2.141210079E0,-1.606540203E0
1.891791990E1,1.220829487E-1,-2.285876274E-1,1.949469566E0
1.896791990E1,1.983294010E0,-2.380237579E-1,2.337190628E0
1.901791990E1,4.493803978E-1,-1.809360981E0,-3.662585974E0
1.906791990E1,3.468073130E0,3.760523796E-1,7.444558144E-1
1.911791990E1,-1.292086840E0,1.603504658E0,7.167348862E-1
1.916791990E1,1.710228205E0,-1.886150122E0,-2.821768761E0
1.921791990E1,1.136302948E-3,-5.302152634E-1,-1.781560421E0
1.926791990E1,3.895668983E-1,-9.652616978E-1,3.098262787E0
1.931791990E1,1.412900448E0,-3.200981855E0,-1.114087105E0
1.936791990E1,-2.177888870E0,-6.424713135E-2,-4.596318245E0
1.941791990E1,-3.620046377E0,1.779471636E0,-5.675648689E0
